Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_942888	-	JAKUCV010000034.1	-	35326	37860	0.000000	0.000000	0.000000
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	4.194850	1.430815	3.041522
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	28.363010	9.674293	20.564913
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	18.855690	6.431457	13.671526
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	0.000000	0.000000	0.000000
gene-Tsubulata_043459	-	JAKUCV010000036.1	+	16211	17927	0.206511	0.070439	0.149733
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	170.101303	58.019577	123.333817
gene-Tsubulata_043460	MTM1_3	JAKUCV010000036.1	+	18351	22126	7.936247	2.706961	5.754263
gene-Tsubulata_043461	-	JAKUCV010000036.1	-	22265	23489	57.268898	19.533756	41.523445
gene-Tsubulata_043464	-	JAKUCV010000036.1	-	39905	40996	0.579060	0.197511	0.419854
gene-Tsubulata_043462	TUBG1	JAKUCV010000036.1	-	24400	29620	25.311380	8.633417	18.352295
gene-Tsubulata_043465	-	JAKUCV010000036.1	+	43033	43905	74.744080	25.494335	54.194019
gene-Tsubulata_011931	-	JAKUCV010000038.1	-	68009	73162	0.000000	0.000000	0.000000
gene-Tsubulata_011929	-	JAKUCV010000038.1	-	50875	65673	17.918308	6.111727	12.991866
gene-Tsubulata_011930	-	JAKUCV010000038.1	+	60377	62132	0.529951	0.180760	0.384247
gene-Tsubulata_011932	-	JAKUCV010000038.1	+	75084	78865	11.575735	3.948349	8.393114
gene-Tsubulata_011936	SUMO2_1	JAKUCV010000038.1	+	143217	145671	160.797104	54.846020	116.587708
gene-Tsubulata_011938	ERD2_2	JAKUCV010000038.1	-	147667	150626	13.468972	4.594110	9.765826
gene-Tsubulata_011941	-	JAKUCV010000038.1	+	187906	191706	35.950253	12.262213	26.066126
gene-Tsubulata_011942	PAP15_2	JAKUCV010000038.1	+	193651	197537	9.740286	3.322298	7.062302
gene-Tsubulata_011943	-	JAKUCV010000038.1	-	198679	199803	154.224442	52.604164	111.822136
gene-Tsubulata_019403	MTP1_3	JAKUCV010000041.1	-	52366	54656	1.473906	0.502732	1.068672
gene-Tsubulata_019407	XBAT31_1	JAKUCV010000041.1	-	108328	109016	15.016666	5.122010	10.887999
gene-Tsubulata_050265	DTX55	JAKUCV010000039.1	+	5433	8174	281.400146	95.982315	204.032288
gene-Tsubulata_026235	-	JAKUCV010000046.1	+	17333	24601	10.160105	3.465493	7.366696
gene-Tsubulata_026236	-	JAKUCV010000046.1	-	27058	30858	8.782849	2.995728	6.368102
gene-Tsubulata_026237	-	JAKUCV010000046.1	+	27068	27370	0.000000	0.000000	0.000000
gene-Tsubulata_026238	-	JAKUCV010000046.1	+	33531	39565	66.237404	22.592808	48.026157
gene-Tsubulata_026239	-	JAKUCV010000046.1	-	39548	43642	4.326501	1.475719	3.136977
gene-Tsubulata_026241	-	JAKUCV010000046.1	-	51987	55967	15.389038	5.249022	11.157991
gene-Tsubulata_026242	-	JAKUCV010000046.1	+	56590	61119	6.080432	2.073965	4.408684
gene-Tsubulata_026243	-	JAKUCV010000046.1	-	61123	66161	5.322158	1.815326	3.858889
gene-Tsubulata_026245	-	JAKUCV010000046.1	+	69860	77472	62.999062	21.488247	45.678162
gene-Tsubulata_026248	-	JAKUCV010000046.1	-	86080	86685	1.947195	0.664166	1.411835
gene-Tsubulata_026247	CALM1	JAKUCV010000046.1	+	82383	85069	316.763885	108.044479	229.673126
gene-Tsubulata_026249	-	JAKUCV010000046.1	-	99757	100614	157.343826	53.668148	114.083870
gene-Tsubulata_026250	-	JAKUCV010000046.1	-	106509	109964	23.562866	8.037020	17.084515
gene-Tsubulata_031149	-	JAKUCV010000049.1	+	3971	5422	0.108127	0.036881	0.078399
gene-Tsubulata_031151	-	JAKUCV010000049.1	+	18050	19501	23.238636	7.926428	16.849428
gene-Tsubulata_031156	-	JAKUCV010000049.1	-	52789	53556	3.273438	1.116532	2.373442
gene-Tsubulata_031157	ATJ15	JAKUCV010000049.1	-	60641	67964	93.390991	31.854580	67.714165
gene-Tsubulata_014117	-	JAKUCV010000050.1	+	10210	16220	6.202647	2.115651	4.497297
gene-Tsubulata_031158	-	JAKUCV010000049.1	-	69595	79078	58.228088	19.860924	42.218918
gene-Tsubulata_014118	-	JAKUCV010000050.1	+	22202	27761	662.275452	225.894440	480.190125
gene-Tsubulata_014120	SCL7	JAKUCV010000050.1	+	47264	50017	58.209400	19.854549	42.205368
gene-Tsubulata_014121	-	JAKUCV010000050.1	+	54046	55785	708.262573	241.580124	513.533569
gene-Tsubulata_014122	-	JAKUCV010000050.1	+	65083	65715	0.000000	0.000000	0.000000
gene-Tsubulata_014125	-	JAKUCV010000050.1	+	80768	83403	0.668296	0.227948	0.484555
gene-Tsubulata_014126	AEL1	JAKUCV010000050.1	-	83436	85652	33.355610	11.377211	24.184853
gene-Tsubulata_014130	VPS39	JAKUCV010000050.1	+	92275	100186	36.748611	12.534524	26.644985
gene-Tsubulata_014131	-	JAKUCV010000050.1	-	99133	100005	0.084516	0.028827	0.061279
gene-Tsubulata_014132	-	JAKUCV010000050.1	+	101252	102654	51.357430	17.517422	37.237270
gene-Tsubulata_014133	-	JAKUCV010000050.1	-	103048	109316	17.290964	5.897747	12.537004
gene-Tsubulata_014136	-	JAKUCV010000050.1	-	123022	125792	3.232537	1.102581	2.343786
gene-Tsubulata_014138	-	JAKUCV010000050.1	+	133284	138654	3.746150	1.277768	2.716187
gene-Tsubulata_014134	-	JAKUCV010000050.1	+	114468	117711	29.689598	10.126777	21.526770
gene-Tsubulata_014135	-	JAKUCV010000050.1	-	117684	119389	9.208369	3.140868	6.676630
gene-Tsubulata_014140	ARL2_1	JAKUCV010000050.1	-	140340	142724	46.371277	15.816704	33.622005
gene-Tsubulata_014143	-	JAKUCV010000050.1	+	164212	166111	2.978839	1.016047	2.159840
gene-Tsubulata_014141	-	JAKUCV010000050.1	-	143369	151169	14.705545	5.015891	10.662417
gene-Tsubulata_014144	-	JAKUCV010000050.1	-	169761	179054	72.328133	24.670286	52.442310
gene-Tsubulata_014145	-	JAKUCV010000050.1	+	169988	173257	0.099050	0.033785	0.071817
gene-Tsubulata_914145	-	JAKUCV010000050.1	+	179470	180369	52.888889	18.039783	38.347672
gene-Tsubulata_031892	-	JAKUCV010000051.1	-	14818	15179	43.524822	14.845810	31.558153
gene-Tsubulata_031890	-	JAKUCV010000051.1	-	4129	12012	65.199631	22.238836	47.273712
gene-Tsubulata_031891	-	JAKUCV010000051.1	+	4258	6716	13.846742	4.722963	10.039733
gene-Tsubulata_031893	-	JAKUCV010000051.1	+	15581	24436	182.363159	62.201954	132.224411
gene-Tsubulata_031894	-	JAKUCV010000051.1	-	24872	34026	27.120752	9.250573	19.664200
gene-Tsubulata_031895	-	JAKUCV010000051.1	+	28007	28078	0.000000	0.000000	0.000000
gene-Tsubulata_031898	-	JAKUCV010000051.1	+	74966	77321	221.663895	75.606972	160.719849
gene-Tsubulata_035806	-	JAKUCV010000052.1	+	12129	13466	275.247375	93.883675	199.571136
gene-Tsubulata_035807	-	JAKUCV010000052.1	-	29014	32726	362.994720	123.813278	263.193329
gene-Tsubulata_035808	B3GALT7	JAKUCV010000052.1	+	54142	58667	88.510872	30.190029	64.175781
gene-Tsubulata_035809	VPS9A	JAKUCV010000052.1	+	60197	67917	15.660755	5.341702	11.355002
gene-Tsubulata_041712	-	JAKUCV010000053.1	+	14332	22040	0.683919	0.233277	0.495883
gene-Tsubulata_041711	-	JAKUCV010000053.1	+	4979	13545	84.576164	28.847946	61.322884
gene-Tsubulata_013963	-	JAKUCV010000055.1	+	21087	23537	34.529877	11.777740	25.036266
gene-Tsubulata_013964	-	JAKUCV010000055.1	-	23460	25107	0.249792	0.085201	0.181114
gene-Tsubulata_013971	-	JAKUCV010000055.1	+	185407	188648	47.363434	16.155115	34.341377
gene-Tsubulata_043959	-	JAKUCV010000056.1	+	6461	8645	3.844445	1.311295	2.787457
gene-Tsubulata_043963	-	JAKUCV010000056.1	-	24562	25397	0.603679	0.205908	0.437704
gene-Tsubulata_043964	-	JAKUCV010000056.1	+	24588	24814	0.000000	0.000000	0.000000
gene-Tsubulata_029274	-	JAKUCV010000057.1	-	27702	32949	0.000000	0.000000	0.000000
gene-Tsubulata_043961	-	JAKUCV010000056.1	+	10223	18314	35.173847	11.997390	25.503185
gene-Tsubulata_029281	-	JAKUCV010000057.1	+	88836	89723	1.332207	0.454400	0.965931
gene-Tsubulata_029275	-	JAKUCV010000057.1	+	34118	34645	17.593740	6.001020	12.756535
gene-Tsubulata_029276	-	JAKUCV010000057.1	+	34689	35033	0.008696	0.002966	0.006305
gene-Tsubulata_030608	-	JAKUCV010000058.1	+	6844	9637	10.376288	3.539231	7.523442
gene-Tsubulata_030613	-	JAKUCV010000058.1	-	48508	48944	0.000000	0.000000	0.000000
gene-Tsubulata_030614	-	JAKUCV010000058.1	-	61464	66031	20.313528	6.928708	14.728547
gene-Tsubulata_030615	-	JAKUCV010000058.1	+	67584	71207	2.917787	0.995223	2.115574
gene-Tsubulata_030619	-	JAKUCV010000058.1	-	85629	86339	1.448664	0.494122	1.050370
gene-Tsubulata_030616	DMI1	JAKUCV010000058.1	+	74275	79855	24.796854	8.457918	17.979233
gene-Tsubulata_030620	-	JAKUCV010000058.1	-	87148	88259	150.474304	51.325035	109.103050
gene-Tsubulata_014726	-	JAKUCV010000059.1	-	2284	3511	0.000000	0.000000	0.000000
gene-Tsubulata_014728	-	JAKUCV010000059.1	-	8675	16022	19.984140	6.816358	14.489720
gene-Tsubulata_014729	LSH10_2	JAKUCV010000059.1	+	47216	47782	29.747795	10.146627	21.568968
gene-Tsubulata_014730	-	JAKUCV010000059.1	-	60184	60753	31.175438	10.633579	22.604095
gene-Tsubulata_014732	PEX7	JAKUCV010000059.1	+	63608	67974	46.731274	15.939493	33.883022
gene-Tsubulata_014739	-	JAKUCV010000059.1	-	101840	104864	0.000000	0.000000	0.000000
gene-Tsubulata_014738	-	JAKUCV010000059.1	+	97849	100595	11.416401	3.894001	8.277587
gene-Tsubulata_014743	-	JAKUCV010000059.1	+	150177	155339	0.341737	0.116563	0.247780
gene-Tsubulata_014740	-	JAKUCV010000059.1	-	121853	127976	75.528381	25.761852	54.762688
gene-Tsubulata_044053	-	JAKUCV010000063.1	+	7704	8355	0.000000	0.000000	0.000000
gene-Tsubulata_014746	-	JAKUCV010000059.1	+	162229	166304	0.000000	0.000000	0.000000
gene-Tsubulata_014749	CIPK5	JAKUCV010000059.1	+	172430	173863	123.350067	42.073273	89.436325
gene-Tsubulata_014750	CIPK12	JAKUCV010000059.1	-	178578	180239	16.643202	5.676803	12.067337
gene-Tsubulata_044054	-	JAKUCV010000063.1	-	9571	11125	1.429229	0.487493	1.036278
gene-Tsubulata_006669	-	JAKUCV010000064.1	+	992	27447	6.655143	2.269992	4.825385
gene-Tsubulata_006670	-	JAKUCV010000064.1	+	27941	29868	1.044329	0.356208	0.757202
gene-Tsubulata_006676	-	JAKUCV010000064.1	+	67645	93907	13.986785	4.770730	10.141273
gene-Tsubulata_006677	HIPL1	JAKUCV010000064.1	+	94320	99733	17.686363	6.032613	12.823693
gene-Tsubulata_006678	DDR4	JAKUCV010000064.1	+	101650	109275	49.089321	16.743797	35.592751
gene-Tsubulata_006679	-	JAKUCV010000064.1	-	109472	111064	25.901443	8.834681	18.780127
gene-Tsubulata_006680	TFIIB2_1	JAKUCV010000064.1	-	112608	116168	5.284933	1.802629	3.831899
gene-Tsubulata_006681	GALT6_1	JAKUCV010000064.1	-	117189	121730	83.799072	28.582890	60.759441
gene-Tsubulata_006682	-	JAKUCV010000064.1	+	132795	138475	12.787925	4.361813	9.272026
gene-Tsubulata_006685	-	JAKUCV010000064.1	+	148433	150755	18.967144	6.469472	13.752337
gene-Tsubulata_006691	5FCL	JAKUCV010000064.1	-	171619	174807	39.453518	13.457137	28.606207
gene-Tsubulata_006687	-	JAKUCV010000064.1	+	158611	161617	303.478302	103.512924	220.040283
gene-Tsubulata_006688	-	JAKUCV010000064.1	+	164429	171102	260.337830	88.798203	188.760803
gene-Tsubulata_006689	-	JAKUCV010000064.1	-	167464	168126	0.000000	0.000000	0.000000
gene-Tsubulata_006690	-	JAKUCV010000064.1	-	170160	170828	0.000000	0.000000	0.000000
gene-Tsubulata_006694	PP2A_1	JAKUCV010000064.1	+	182495	185320	231.970474	79.122429	168.192749
gene-Tsubulata_006696	-	JAKUCV010000064.1	-	190039	193622	9.777320	3.334930	7.089154
gene-Tsubulata_006695	-	JAKUCV010000064.1	-	185855	189533	366.113770	124.877151	265.454803
gene-Tsubulata_006697	MOS14	JAKUCV010000064.1	+	195015	206021	51.492451	17.563477	37.335171
gene-Tsubulata_006699	-	JAKUCV010000064.1	+	210428	210862	2.206897	0.752747	1.600135
gene-Tsubulata_006698	-	JAKUCV010000064.1	+	206821	209481	34.427597	11.742853	24.962107
gene-Tsubulata_006700	-	JAKUCV010000064.1	-	214224	216416	15.720339	5.362025	11.398205
gene-Tsubulata_006701	PTAC2	JAKUCV010000064.1	-	222141	226652	7.409616	2.527334	5.372424
gene-Tsubulata_006703	-	JAKUCV010000064.1	+	229225	233761	7.740814	2.640302	5.612563
gene-Tsubulata_006704	-	JAKUCV010000064.1	+	234308	234694	0.000000	0.000000	0.000000
gene-Tsubulata_006705	-	JAKUCV010000064.1	-	237137	241343	74.084358	25.269314	53.715679
gene-Tsubulata_006707	-	JAKUCV010000064.1	-	261775	264602	3.350671	1.142875	2.429441
gene-Tsubulata_006706	-	JAKUCV010000064.1	+	258201	261168	41.033604	13.996085	29.751867
gene-Tsubulata_006708	-	JAKUCV010000064.1	-	264680	267144	3.041333	1.037363	2.205152
gene-Tsubulata_006709	ARR5	JAKUCV010000064.1	-	269094	271580	15.933674	5.434791	11.552886
gene-Tsubulata_006710	-	JAKUCV010000064.1	+	273893	277727	6.973915	2.378721	5.056514
gene-Tsubulata_050968	GSTF9_5	JAKUCV010000068.1	+	5703	8553	36.544117	12.464774	26.496714
gene-Tsubulata_044515	-	JAKUCV010000071.1	+	1153	14668	17.715216	6.042454	12.844612
gene-Tsubulata_033299	-	JAKUCV010000072.1	+	44342	48010	20.633495	7.037845	14.960544
gene-Tsubulata_033300	-	JAKUCV010000072.1	-	58085	60924	34.739857	11.849360	25.188515
gene-Tsubulata_040624	GHR1	JAKUCV010000073.1	+	15976	21853	19.764313	6.741377	14.330332
gene-Tsubulata_040623	YCHF1	JAKUCV010000073.1	+	5737	13597	391.198975	133.433411	283.643127
gene-Tsubulata_024777	-	JAKUCV010000074.1	+	16839	21317	110.673096	37.749306	80.244743
gene-Tsubulata_048597	-	JAKUCV010000075.1	+	13848	14812	0.000000	0.000000	0.000000
gene-Tsubulata_048220	-	JAKUCV010000076.1	-	4968	8553	135.790192	46.316456	98.456177
gene-Tsubulata_005694	-	JAKUCV010000077.1	+	82382	85774	0.000000	0.000000	0.000000
gene-Tsubulata_048221	-	JAKUCV010000076.1	+	18587	19075	20.860941	7.115424	15.125454
gene-Tsubulata_005695	-	JAKUCV010000077.1	+	86598	93728	0.000000	0.000000	0.000000
gene-Tsubulata_005696	-	JAKUCV010000077.1	+	94289	103781	117.417404	40.049709	85.134789
gene-Tsubulata_005697	-	JAKUCV010000077.1	+	104952	110820	29.296272	9.992618	21.241585
gene-Tsubulata_005698	-	JAKUCV010000077.1	-	110837	113936	76.631828	26.138226	55.562756
gene-Tsubulata_005700	-	JAKUCV010000077.1	+	116374	120250	30.733101	10.482703	22.283373
gene-Tsubulata_005701	-	JAKUCV010000077.1	+	120942	124032	24.964697	8.515167	18.100927
gene-Tsubulata_005702	-	JAKUCV010000077.1	+	126876	128980	25.853941	8.818479	18.745684
gene-Tsubulata_005703	-	JAKUCV010000077.1	-	131369	134578	14.136453	4.821780	10.249791
gene-Tsubulata_905703	-	JAKUCV010000077.1	-	142754	146860	50.058022	17.074209	36.295120
gene-Tsubulata_005705	PSB28	JAKUCV010000077.1	+	149606	154001	8.695097	2.965796	6.304476
gene-Tsubulata_005706	-	JAKUCV010000077.1	-	151467	153794	0.000000	0.000000	0.000000
gene-Tsubulata_005707	MUR3	JAKUCV010000077.1	-	159025	160881	135.099075	46.080723	97.955070
gene-Tsubulata_005711	-	JAKUCV010000077.1	-	203928	209221	257.945282	87.982140	187.026062
gene-Tsubulata_005713	ABCC5	JAKUCV010000077.1	-	209638	218885	90.346748	30.816225	65.506905
gene-Tsubulata_005716	ELI5	JAKUCV010000077.1	-	258208	263642	21.515209	7.338587	15.599840
