Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	41.031933	15.962947	32.225510
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	34.769352	13.526569	27.307028
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	43.628963	16.973288	34.265160
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	0.983466	0.382605	0.772391
gene-Tsubulata_024718	-	JAKUCV010000012.1	-	1485	1838	0.192090	0.074730	0.150863
gene-Tsubulata_024720	-	JAKUCV010000012.1	-	27876	29326	0.836879	0.325577	0.657265
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	305.346436	118.791115	239.811874
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	114.155739	44.410824	89.655220
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	42.209972	16.421247	33.150715
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	31.074080	12.088971	24.404848
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	182.733643	71.090172	143.514694
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	2.909174	1.131777	2.284797
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	84.540344	32.889336	66.395988
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	8.829138	3.434863	6.934196
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	5.976420	2.325049	4.693739
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	50.242897	19.546354	39.459583
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	23.565292	9.167774	18.507624
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	20.511679	7.979805	16.109388
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	243.621048	94.777641	191.334213
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	26.801775	10.426887	21.049480
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	24.601067	9.570729	19.321096
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	9.339890	3.633564	7.335329
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	1.492509	0.580642	1.172181
gene-Tsubulata_042702	-	JAKUCV010000024.1	+	15609	17961	0.000000	0.000000	0.000000
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	1.649892	0.641869	1.295786
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	1.317460	0.512541	1.034702
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	1.864130	0.725216	1.464044
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	0.097936	0.038101	0.076917
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	1.542415	0.600057	1.211376
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	501.473602	195.091873	393.845520
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	64.376122	25.044704	50.559486
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	21.417660	8.332266	16.820925
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	218.733292	85.095383	171.787964
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	49.897804	19.412100	39.188557
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	1.867496	0.726525	1.466687
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	0.981818	0.381964	0.771097
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	2.071073	0.805724	1.626572
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	102.641647	39.931416	80.612328
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	111.837250	43.508846	87.834335
gene-Tsubulata_019461	-	JAKUCV010000028.1	-	129542	133335	48.524982	18.878021	38.110378
gene-Tsubulata_019462	-	JAKUCV010000028.1	-	142429	144672	24.247873	9.433324	19.043709
gene-Tsubulata_024731	-	JAKUCV010000032.1	-	29884	35730	42.223263	16.426418	33.161156
gene-Tsubulata_042886	-	JAKUCV010000034.1	+	7877	13678	16.377739	6.371549	12.862690
gene-Tsubulata_042887	-	JAKUCV010000034.1	-	15473	16066	42.336700	16.470551	33.250244
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	2.719447	1.057966	2.135789
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	18.369671	7.146485	14.427105
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	14.573101	5.669478	11.445370
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	0.608420	0.236698	0.477839
gene-Tsubulata_043458	-	JAKUCV010000036.1	+	11225	12785	0.410650	0.159758	0.322515
gene-Tsubulata_043460	MTM1_3	JAKUCV010000036.1	+	18351	22126	7.955784	3.095095	6.248285
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	200.474533	77.992043	157.447968
gene-Tsubulata_043461	-	JAKUCV010000036.1	-	22265	23489	93.468399	36.362682	73.407875
gene-Tsubulata_043464	-	JAKUCV010000036.1	-	39905	40996	0.000000	0.000000	0.000000
gene-Tsubulata_043462	TUBG1	JAKUCV010000036.1	-	24400	29620	12.151711	4.727468	9.543667
gene-Tsubulata_043465	-	JAKUCV010000036.1	+	43033	43905	87.042763	33.862869	68.361328
gene-Tsubulata_011931	-	JAKUCV010000038.1	-	68009	73162	1.106315	0.430398	0.868874
gene-Tsubulata_011929	-	JAKUCV010000038.1	-	50875	65673	16.029285	6.235988	12.589022
gene-Tsubulata_011930	-	JAKUCV010000038.1	+	60377	62132	0.053031	0.020631	0.041649
gene-Tsubulata_011932	-	JAKUCV010000038.1	+	75084	78865	7.635268	2.970403	5.996559
gene-Tsubulata_011936	SUMO2_1	JAKUCV010000038.1	+	143217	145671	153.024094	59.532055	120.181511
gene-Tsubulata_011938	ERD2_2	JAKUCV010000038.1	-	147667	150626	11.473645	4.463675	9.011130
gene-Tsubulata_011941	-	JAKUCV010000038.1	+	187906	191706	27.596403	10.736026	21.673565
gene-Tsubulata_011942	PAP15_2	JAKUCV010000038.1	+	193651	197537	13.319837	5.181911	10.461085
gene-Tsubulata_011943	-	JAKUCV010000038.1	-	198679	199803	125.675110	48.892288	98.702271
gene-Tsubulata_019403	MTP1_3	JAKUCV010000041.1	-	52366	54656	0.701459	0.272894	0.550909
gene-Tsubulata_019407	XBAT31_1	JAKUCV010000041.1	-	108328	109016	10.589167	4.119579	8.316482
gene-Tsubulata_050265	DTX55	JAKUCV010000039.1	+	5433	8174	311.745819	121.280701	244.837814
gene-Tsubulata_026235	-	JAKUCV010000046.1	+	17333	24601	2.192476	0.852955	1.721919
gene-Tsubulata_026236	-	JAKUCV010000046.1	-	27058	30858	16.354042	6.362330	12.844079
gene-Tsubulata_026237	-	JAKUCV010000046.1	+	27068	27370	0.001924	0.000749	0.001511
gene-Tsubulata_026241	-	JAKUCV010000046.1	-	51987	55967	6.430060	2.501532	5.050017
gene-Tsubulata_026238	-	JAKUCV010000046.1	+	33531	39565	101.612015	39.530849	79.803680
gene-Tsubulata_026239	-	JAKUCV010000046.1	-	39548	43642	3.623642	1.409731	2.845923
gene-Tsubulata_026244	-	JAKUCV010000046.1	+	67889	68337	1.553719	0.604454	1.220254
gene-Tsubulata_026242	-	JAKUCV010000046.1	+	56590	61119	2.739811	1.065888	2.151783
gene-Tsubulata_026243	-	JAKUCV010000046.1	-	61123	66161	6.277139	2.442040	4.929917
gene-Tsubulata_026245	-	JAKUCV010000046.1	+	69860	77472	41.987411	16.334663	32.975922
gene-Tsubulata_026248	-	JAKUCV010000046.1	-	86080	86685	0.247525	0.096296	0.194400
gene-Tsubulata_026247	CALM1	JAKUCV010000046.1	+	82383	85069	288.140594	112.097397	226.298828
gene-Tsubulata_026249	-	JAKUCV010000046.1	-	99757	100614	98.835663	38.450745	77.623199
gene-Tsubulata_026250	-	JAKUCV010000046.1	-	106509	109964	13.653814	5.311841	10.723383
gene-Tsubulata_031151	-	JAKUCV010000049.1	+	18050	19501	4.259986	1.657293	3.345692
gene-Tsubulata_031156	-	JAKUCV010000049.1	-	52789	53556	1.416667	0.551136	1.112617
gene-Tsubulata_031157	ATJ15	JAKUCV010000049.1	-	60641	67964	76.410927	29.726690	60.011341
gene-Tsubulata_014117	-	JAKUCV010000050.1	+	10210	16220	3.969810	1.544404	3.117795
gene-Tsubulata_031158	-	JAKUCV010000049.1	-	69595	79078	38.212410	14.866048	30.011124
gene-Tsubulata_014120	SCL7	JAKUCV010000050.1	+	47264	50017	33.365917	12.980582	26.204805
gene-Tsubulata_014118	-	JAKUCV010000050.1	+	22202	27761	600.854797	233.754852	471.897156
gene-Tsubulata_014121	-	JAKUCV010000050.1	+	54046	55785	732.158264	284.836792	575.019836
gene-Tsubulata_014122	-	JAKUCV010000050.1	+	65083	65715	0.000000	0.000000	0.000000
gene-Tsubulata_014125	-	JAKUCV010000050.1	+	80768	83403	0.000000	0.000000	0.000000
gene-Tsubulata_014126	AEL1	JAKUCV010000050.1	-	83436	85652	30.198866	11.748481	23.717476
gene-Tsubulata_014130	VPS39	JAKUCV010000050.1	+	92275	100186	28.978733	11.273804	22.759214
gene-Tsubulata_014131	-	JAKUCV010000050.1	-	99133	100005	0.440924	0.171536	0.346291
gene-Tsubulata_014132	-	JAKUCV010000050.1	+	101252	102654	41.869476	16.288782	32.883297
gene-Tsubulata_014133	-	JAKUCV010000050.1	-	103048	109316	13.128980	5.107661	10.311191
gene-Tsubulata_014134	-	JAKUCV010000050.1	+	114468	117711	24.662771	9.594735	19.369558
gene-Tsubulata_014135	-	JAKUCV010000050.1	-	117684	119389	8.316042	3.235249	6.531223
gene-Tsubulata_014136	-	JAKUCV010000050.1	-	123022	125792	7.028492	2.734344	5.520012
gene-Tsubulata_014137	-	JAKUCV010000050.1	-	127338	127909	0.000000	0.000000	0.000000
gene-Tsubulata_014138	-	JAKUCV010000050.1	+	133284	138654	4.337825	1.687575	3.406825
gene-Tsubulata_014140	ARL2_1	JAKUCV010000050.1	-	140340	142724	34.718540	13.506803	27.267122
gene-Tsubulata_014143	-	JAKUCV010000050.1	+	164212	166111	0.269045	0.104668	0.211302
gene-Tsubulata_014141	-	JAKUCV010000050.1	-	143369	151169	5.403801	2.102279	4.244018
gene-Tsubulata_014144	-	JAKUCV010000050.1	-	169761	179054	75.847992	29.507687	59.569221
gene-Tsubulata_014145	-	JAKUCV010000050.1	+	169988	173257	0.000000	0.000000	0.000000
gene-Tsubulata_914145	-	JAKUCV010000050.1	+	179470	180369	52.842224	20.557589	41.501034
gene-Tsubulata_031892	-	JAKUCV010000051.1	-	14818	15179	26.306738	10.234299	20.660690
gene-Tsubulata_031890	-	JAKUCV010000051.1	-	4129	12012	67.497375	26.258987	53.010845
gene-Tsubulata_031891	-	JAKUCV010000051.1	+	4258	6716	2.044914	0.795548	1.606027
gene-Tsubulata_031893	-	JAKUCV010000051.1	+	15581	24436	166.697311	64.851448	130.920135
gene-Tsubulata_031894	-	JAKUCV010000051.1	-	24872	34026	16.479658	6.411200	12.942735
gene-Tsubulata_031895	-	JAKUCV010000051.1	+	28007	28078	0.000000	0.000000	0.000000
gene-Tsubulata_031898	-	JAKUCV010000051.1	+	74966	77321	215.715439	83.921326	169.417816
gene-Tsubulata_035806	-	JAKUCV010000052.1	+	12129	13466	304.291473	118.380692	238.983353
gene-Tsubulata_035807	-	JAKUCV010000052.1	-	29014	32726	282.230865	109.798286	221.657471
gene-Tsubulata_035809	VPS9A	JAKUCV010000052.1	+	60197	67917	12.346078	4.803083	9.696319
gene-Tsubulata_035808	B3GALT7	JAKUCV010000052.1	+	54142	58667	103.016777	40.077354	80.906944
gene-Tsubulata_041712	-	JAKUCV010000053.1	+	14332	22040	0.429870	0.167235	0.337610
gene-Tsubulata_041711	-	JAKUCV010000053.1	+	4979	13545	54.080864	21.039467	42.473835
gene-Tsubulata_013963	-	JAKUCV010000055.1	+	21087	23537	33.410976	12.998111	26.240192
gene-Tsubulata_013964	-	JAKUCV010000055.1	-	23460	25107	0.499584	0.194357	0.392361
gene-Tsubulata_043959	-	JAKUCV010000056.1	+	6461	8645	1.314403	0.511352	1.032301
gene-Tsubulata_013971	-	JAKUCV010000055.1	+	185407	188648	34.950691	13.597118	27.449450
gene-Tsubulata_043963	-	JAKUCV010000056.1	-	24562	25397	5.466555	2.126693	4.293303
gene-Tsubulata_043964	-	JAKUCV010000056.1	+	24588	24814	0.000000	0.000000	0.000000
gene-Tsubulata_043961	-	JAKUCV010000056.1	+	10223	18314	26.806858	10.428864	21.053474
gene-Tsubulata_029275	-	JAKUCV010000057.1	+	34118	34645	16.088097	6.258868	12.635212
gene-Tsubulata_029276	-	JAKUCV010000057.1	+	34689	35033	0.026087	0.010149	0.020488
gene-Tsubulata_029281	-	JAKUCV010000057.1	+	88836	89723	0.666667	0.259358	0.523585
gene-Tsubulata_030608	-	JAKUCV010000058.1	+	6844	9637	5.843643	2.273394	4.589459
gene-Tsubulata_030613	-	JAKUCV010000058.1	-	48508	48944	0.000000	0.000000	0.000000
gene-Tsubulata_030614	-	JAKUCV010000058.1	-	61464	66031	10.753736	4.183603	8.445730
gene-Tsubulata_030615	-	JAKUCV010000058.1	+	67584	71207	3.286970	1.278753	2.581509
gene-Tsubulata_030619	-	JAKUCV010000058.1	-	85629	86339	1.257384	0.489169	0.987520
gene-Tsubulata_030616	DMI1	JAKUCV010000058.1	+	74275	79855	17.255133	6.712888	13.551773
gene-Tsubulata_014726	-	JAKUCV010000059.1	-	2284	3511	0.000000	0.000000	0.000000
gene-Tsubulata_030620	-	JAKUCV010000058.1	-	87148	88259	27.074766	10.533091	21.263882
gene-Tsubulata_014729	LSH10_2	JAKUCV010000059.1	+	47216	47782	6.419753	2.497522	5.041923
gene-Tsubulata_014728	-	JAKUCV010000059.1	-	8675	16022	10.471255	4.073708	8.223877
gene-Tsubulata_014730	-	JAKUCV010000059.1	-	60184	60753	17.389473	6.765152	13.657281
gene-Tsubulata_014737	-	JAKUCV010000059.1	+	90317	93423	0.556492	0.216496	0.437056
gene-Tsubulata_014732	PEX7	JAKUCV010000059.1	+	63608	67974	52.179546	20.299782	40.980587
gene-Tsubulata_014738	-	JAKUCV010000059.1	+	97849	100595	3.544984	1.379130	2.784147
gene-Tsubulata_014743	-	JAKUCV010000059.1	+	150177	155339	0.000000	0.000000	0.000000
gene-Tsubulata_014744	-	JAKUCV010000059.1	+	157639	158448	0.012963	0.005043	0.010181
gene-Tsubulata_014740	-	JAKUCV010000059.1	-	121853	127976	83.123528	32.338142	65.283257
gene-Tsubulata_014749	CIPK5	JAKUCV010000059.1	+	172430	173863	171.362625	66.666435	134.584167
gene-Tsubulata_044054	-	JAKUCV010000063.1	-	9571	11125	0.879171	0.342030	0.690480
gene-Tsubulata_014750	CIPK12	JAKUCV010000059.1	-	178578	180239	38.912754	15.138507	30.561161
gene-Tsubulata_006677	HIPL1	JAKUCV010000064.1	+	94320	99733	7.917436	3.080177	6.218167
gene-Tsubulata_006669	-	JAKUCV010000064.1	+	992	27447	11.622738	4.521677	9.128224
gene-Tsubulata_006670	-	JAKUCV010000064.1	+	27941	29868	0.000000	0.000000	0.000000
gene-Tsubulata_006676	-	JAKUCV010000064.1	+	67645	93907	12.051388	4.688437	9.464876
gene-Tsubulata_006680	TFIIB2_1	JAKUCV010000064.1	-	112608	116168	1.951765	0.759309	1.532870
gene-Tsubulata_006678	DDR4	JAKUCV010000064.1	+	101650	109275	33.529774	13.044328	26.333492
gene-Tsubulata_006679	-	JAKUCV010000064.1	-	109472	111064	34.178276	13.296619	26.842812
gene-Tsubulata_006681	GALT6_1	JAKUCV010000064.1	-	117189	121730	95.100769	36.997734	74.689896
gene-Tsubulata_006682	-	JAKUCV010000064.1	+	132795	138475	10.377566	4.037259	8.150295
gene-Tsubulata_006685	-	JAKUCV010000064.1	+	148433	150755	18.077742	7.032913	14.197832
gene-Tsubulata_006691	5FCL	JAKUCV010000064.1	-	171619	174807	53.164665	20.683031	41.754272
gene-Tsubulata_006687	-	JAKUCV010000064.1	+	158611	161617	340.203400	132.351761	267.187714
gene-Tsubulata_006688	-	JAKUCV010000064.1	+	164429	171102	205.585953	79.980576	161.462357
gene-Tsubulata_006689	-	JAKUCV010000064.1	-	167464	168126	0.000000	0.000000	0.000000
gene-Tsubulata_006690	-	JAKUCV010000064.1	-	170160	170828	0.000000	0.000000	0.000000
gene-Tsubulata_006694	PP2A_1	JAKUCV010000064.1	+	182495	185320	231.536972	90.076485	181.843674
gene-Tsubulata_006696	-	JAKUCV010000064.1	-	190039	193622	9.383505	3.650532	7.369583
gene-Tsubulata_006695	-	JAKUCV010000064.1	-	185855	189533	576.443420	224.257919	452.725037
gene-Tsubulata_006697	MOS14	JAKUCV010000064.1	+	195015	206021	34.720421	13.507534	27.268599
gene-Tsubulata_006698	-	JAKUCV010000064.1	+	206821	209481	34.317432	13.350757	26.952101
gene-Tsubulata_006699	-	JAKUCV010000064.1	+	210428	210862	14.380460	5.594533	11.294074
gene-Tsubulata_006700	-	JAKUCV010000064.1	-	214224	216416	28.971069	11.270823	22.753195
gene-Tsubulata_006701	PTAC2	JAKUCV010000064.1	-	222141	226652	4.609429	1.793239	3.620137
gene-Tsubulata_006703	-	JAKUCV010000064.1	+	229225	233761	9.858491	3.835320	7.742626
gene-Tsubulata_006704	-	JAKUCV010000064.1	+	234308	234694	0.000000	0.000000	0.000000
gene-Tsubulata_006705	-	JAKUCV010000064.1	-	237137	241343	56.571892	22.008568	44.430229
gene-Tsubulata_006706	-	JAKUCV010000064.1	+	258201	261168	48.300220	18.790581	37.933853
gene-Tsubulata_006707	-	JAKUCV010000064.1	-	261775	264602	2.715184	1.056307	2.132442
gene-Tsubulata_006708	-	JAKUCV010000064.1	-	264680	267144	0.000000	0.000000	0.000000
gene-Tsubulata_006709	ARR5	JAKUCV010000064.1	-	269094	271580	12.049451	4.687684	9.463354
gene-Tsubulata_006710	-	JAKUCV010000064.1	+	273893	277727	7.640812	2.972560	6.000914
gene-Tsubulata_050968	GSTF9_5	JAKUCV010000068.1	+	5703	8553	37.811333	14.710013	29.696127
gene-Tsubulata_044515	-	JAKUCV010000071.1	+	1153	14668	14.534897	5.654615	11.415365
gene-Tsubulata_033299	-	JAKUCV010000072.1	+	44342	48010	13.994660	5.444443	10.991076
gene-Tsubulata_033300	-	JAKUCV010000072.1	-	58085	60924	16.653986	6.479019	13.079647
gene-Tsubulata_040624	GHR1	JAKUCV010000073.1	+	15976	21853	9.477811	3.687221	7.443649
gene-Tsubulata_040623	YCHF1	JAKUCV010000073.1	+	5737	13597	340.509857	132.470993	267.428406
gene-Tsubulata_048597	-	JAKUCV010000075.1	+	13848	14812	0.000000	0.000000	0.000000
gene-Tsubulata_024777	-	JAKUCV010000074.1	+	16839	21317	98.772873	38.426315	77.573883
gene-Tsubulata_048220	-	JAKUCV010000076.1	-	4968	8553	165.357849	64.330345	129.868164
gene-Tsubulata_048221	-	JAKUCV010000076.1	+	18587	19075	21.419224	8.332873	16.822153
gene-Tsubulata_005694	-	JAKUCV010000077.1	+	82382	85774	0.000000	0.000000	0.000000
gene-Tsubulata_005695	-	JAKUCV010000077.1	+	86598	93728	0.000000	0.000000	0.000000
gene-Tsubulata_005696	-	JAKUCV010000077.1	+	94289	103781	55.705296	21.671431	43.749626
gene-Tsubulata_005697	-	JAKUCV010000077.1	+	104952	110820	20.376257	7.927121	16.003031
gene-Tsubulata_005698	-	JAKUCV010000077.1	-	110837	113936	123.963234	48.226307	97.357796
gene-Tsubulata_005700	-	JAKUCV010000077.1	+	116374	120250	54.222610	21.094610	42.585159
gene-Tsubulata_005701	-	JAKUCV010000077.1	+	120942	124032	32.711433	12.725964	25.690788
gene-Tsubulata_005702	-	JAKUCV010000077.1	+	126876	128980	24.531120	9.543517	19.266163
gene-Tsubulata_005703	-	JAKUCV010000077.1	-	131369	134578	14.231319	5.536512	11.176942
gene-Tsubulata_905703	-	JAKUCV010000077.1	-	142754	146860	75.015984	29.184008	58.915783
gene-Tsubulata_005705	PSB28	JAKUCV010000077.1	+	149606	154001	2.057468	0.800431	1.615887
gene-Tsubulata_005706	-	JAKUCV010000077.1	-	151467	153794	0.009861	0.003836	0.007745
gene-Tsubulata_005707	MUR3	JAKUCV010000077.1	-	159025	160881	153.951538	59.892868	120.909904
gene-Tsubulata_005711	-	JAKUCV010000077.1	-	203928	209221	291.450287	113.384995	228.898163
gene-Tsubulata_005716	ELI5	JAKUCV010000077.1	-	258208	263642	9.703525	3.775032	7.620920
gene-Tsubulata_005713	ABCC5	JAKUCV010000077.1	-	209638	218885	72.052513	28.031105	56.588341
gene-Tsubulata_005717	-	JAKUCV010000077.1	+	275453	279236	51.934849	20.204586	40.788403
gene-Tsubulata_047785	OPR2_5	JAKUCV010000080.1	-	4519	7109	6.977709	2.714588	5.480128
gene-Tsubulata_005718	-	JAKUCV010000077.1	-	281458	291627	44.719849	17.397684	35.121914
gene-Tsubulata_047787	WOX8	JAKUCV010000080.1	+	14832	16791	15.802450	6.147740	12.410872
gene-Tsubulata_029427	-	JAKUCV010000081.1	+	27915	31285	0.147511	0.057387	0.115852
