Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	138.623810	50.914471	106.293777
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	6.788540	2.493330	5.205308
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
gene-Tsubulata_012444	-	JAKUCV010000008.1	+	135403	139678	45.361427	16.660580	34.782177
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	34.423630	12.643289	26.395304
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	80.229065	29.466946	61.517937
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	44.590961	16.377600	34.191399
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	0.798374	0.293231	0.612176
gene-Tsubulata_024718	-	JAKUCV010000012.1	-	1485	1838	0.423729	0.155629	0.324906
gene-Tsubulata_024720	-	JAKUCV010000012.1	-	27876	29326	0.000000	0.000000	0.000000
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	321.493134	118.079666	246.514069
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	201.422638	73.979546	154.446579
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	35.539227	13.053031	27.250723
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	36.599152	13.442327	28.063450
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	88.215126	32.400108	67.641479
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	6.413260	2.355495	4.917551
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	95.438202	35.053036	73.179977
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	8.927628	3.278985	6.845515
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	7.721329	2.835930	5.920550
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	46.499485	17.078571	35.654812
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	31.895189	11.714630	24.456553
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	7.018308	2.577721	5.381489
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	158.348175	58.158939	121.418007
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	33.287956	12.226173	25.524494
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	23.808537	8.744523	18.255878
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	7.591803	2.788357	5.821233
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	0.000000	0.000000	0.000000
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	3.921348	1.440253	3.006806
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	0.725624	0.266511	0.556393
gene-Tsubulata_042702	-	JAKUCV010000024.1	+	15609	17961	0.000000	0.000000	0.000000
gene-Tsubulata_042704	-	JAKUCV010000024.1	-	26108	28949	0.000000	0.000000	0.000000
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	2.572917	0.944994	1.972858
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	0.227734	0.083643	0.174622
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	0.502298	0.184487	0.385151
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	471.478058	173.166901	361.519318
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	16.930185	6.218206	12.981706
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	82.324150	30.236441	63.124405
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	268.062500	98.455383	205.544601
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	48.122486	17.674677	36.899300
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	1.455922	0.534739	1.116370
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	119.609962	43.930965	91.714371
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	1.140909	0.419039	0.874825
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	3.801506	1.396237	2.914914
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	95.717545	35.155636	73.394173
gene-Tsubulata_019461	-	JAKUCV010000028.1	-	129542	133335	67.878044	24.930599	52.047440
gene-Tsubulata_019462	-	JAKUCV010000028.1	-	142429	144672	42.303158	15.537322	32.437157
gene-Tsubulata_024731	-	JAKUCV010000032.1	-	29884	35730	44.476414	16.335527	34.103565
gene-Tsubulata_042886	-	JAKUCV010000034.1	+	7877	13678	6.373715	2.340971	4.887229
gene-Tsubulata_042887	-	JAKUCV010000034.1	-	15473	16066	23.277779	8.549583	17.848904
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	1.736357	0.637738	1.331402
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	18.953154	6.961213	14.532874
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	9.603845	3.527350	7.364024
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	1.293045	0.474916	0.991479
gene-Tsubulata_043458	-	JAKUCV010000036.1	+	11225	12785	0.000000	0.000000	0.000000
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	177.300110	65.119705	135.949951
gene-Tsubulata_043460	MTM1_3	JAKUCV010000036.1	+	18351	22126	10.662468	3.916166	8.175754
gene-Tsubulata_043461	-	JAKUCV010000036.1	-	22265	23489	37.038414	13.603662	28.400269
gene-Tsubulata_043464	-	JAKUCV010000036.1	-	39905	40996	1.231481	0.452305	0.944273
gene-Tsubulata_043462	TUBG1	JAKUCV010000036.1	-	24400	29620	14.729536	5.409940	11.294294
gene-Tsubulata_043465	-	JAKUCV010000036.1	+	43033	43905	127.682236	46.895790	97.904015
gene-Tsubulata_011931	-	JAKUCV010000038.1	-	68009	73162	0.000000	0.000000	0.000000
gene-Tsubulata_011929	-	JAKUCV010000038.1	-	50875	65673	15.286912	5.614656	11.721678
gene-Tsubulata_011930	-	JAKUCV010000038.1	+	60377	62132	0.000000	0.000000	0.000000
gene-Tsubulata_011932	-	JAKUCV010000038.1	+	75084	78865	5.586285	2.051760	4.283444
gene-Tsubulata_011936	SUMO2_1	JAKUCV010000038.1	+	143217	145671	159.865097	58.716080	122.581154
gene-Tsubulata_011938	ERD2_2	JAKUCV010000038.1	-	147667	150626	10.558692	3.878051	8.096180
gene-Tsubulata_011941	-	JAKUCV010000038.1	+	187906	191706	22.367060	8.215090	17.150585
gene-Tsubulata_011942	PAP15_2	JAKUCV010000038.1	+	193651	197537	18.831902	6.916678	14.439901
gene-Tsubulata_011943	-	JAKUCV010000038.1	-	198679	199803	166.352448	61.098789	127.555511
gene-Tsubulata_019403	MTP1_3	JAKUCV010000041.1	-	52366	54656	1.038720	0.381506	0.796468
gene-Tsubulata_019407	XBAT31_1	JAKUCV010000041.1	-	108328	109016	16.679167	6.126011	12.789229
gene-Tsubulata_050265	DTX55	JAKUCV010000039.1	+	5433	8174	411.608398	151.177658	315.612549
gene-Tsubulata_026235	-	JAKUCV010000046.1	+	17333	24601	2.725284	1.000956	2.089690
gene-Tsubulata_026236	-	JAKUCV010000046.1	-	27058	30858	28.036423	10.297363	21.497730
gene-Tsubulata_026237	-	JAKUCV010000046.1	+	27068	27370	0.000000	0.000000	0.000000
gene-Tsubulata_026238	-	JAKUCV010000046.1	+	33531	39565	92.496574	33.972622	70.924400
gene-Tsubulata_026239	-	JAKUCV010000046.1	-	39548	43642	3.046908	1.119084	2.336304
gene-Tsubulata_026241	-	JAKUCV010000046.1	-	51987	55967	11.961668	4.393343	9.171952
gene-Tsubulata_026242	-	JAKUCV010000046.1	+	56590	61119	2.004505	0.736225	1.537012
gene-Tsubulata_026243	-	JAKUCV010000046.1	-	61123	66161	2.598978	0.954566	1.992841
gene-Tsubulata_026245	-	JAKUCV010000046.1	+	69860	77472	59.729801	21.937870	45.799538
gene-Tsubulata_026247	CALM1	JAKUCV010000046.1	+	82383	85069	336.077118	123.436150	257.696777
gene-Tsubulata_026249	-	JAKUCV010000046.1	-	99757	100614	105.639862	38.799957	81.002396
gene-Tsubulata_026250	-	JAKUCV010000046.1	-	106509	109964	26.362532	9.682568	20.214228
gene-Tsubulata_031151	-	JAKUCV010000049.1	+	18050	19501	5.865358	2.154259	4.497431
gene-Tsubulata_031157	ATJ15	JAKUCV010000049.1	-	60641	67964	76.104866	27.952190	58.355587
gene-Tsubulata_014117	-	JAKUCV010000050.1	+	10210	16220	0.538875	0.197921	0.413198
gene-Tsubulata_031158	-	JAKUCV010000049.1	-	69595	79078	37.752480	13.865926	28.947798
gene-Tsubulata_014120	SCL7	JAKUCV010000050.1	+	47264	50017	28.021368	10.291834	21.486187
gene-Tsubulata_014118	-	JAKUCV010000050.1	+	22202	27761	610.654907	224.284485	468.237183
gene-Tsubulata_014121	-	JAKUCV010000050.1	+	54046	55785	615.789795	226.170471	472.174500
gene-Tsubulata_014122	-	JAKUCV010000050.1	+	65083	65715	13.695737	5.030241	10.501599
gene-Tsubulata_014125	-	JAKUCV010000050.1	+	80768	83403	3.715333	1.364587	2.848838
gene-Tsubulata_014126	AEL1	JAKUCV010000050.1	-	83436	85652	30.900587	11.349327	23.693913
gene-Tsubulata_014132	-	JAKUCV010000050.1	+	101252	102654	26.392570	9.693600	20.237261
gene-Tsubulata_014130	VPS39	JAKUCV010000050.1	+	92275	100186	28.086403	10.315720	21.536055
gene-Tsubulata_014131	-	JAKUCV010000050.1	-	99133	100005	0.040364	0.014825	0.030950
gene-Tsubulata_014133	-	JAKUCV010000050.1	-	103048	109316	11.422050	4.195150	8.758184
gene-Tsubulata_014136	-	JAKUCV010000050.1	-	123022	125792	3.166360	1.162957	2.427897
gene-Tsubulata_014134	-	JAKUCV010000050.1	+	114468	117711	13.458197	4.942996	10.319459
gene-Tsubulata_014135	-	JAKUCV010000050.1	-	117684	119389	1.414124	0.519387	1.084320
gene-Tsubulata_014138	-	JAKUCV010000050.1	+	133284	138654	3.552936	1.304941	2.724316
gene-Tsubulata_014140	ARL2_1	JAKUCV010000050.1	-	140340	142724	25.513449	9.370712	19.563168
gene-Tsubulata_014143	-	JAKUCV010000050.1	+	164212	166111	0.191052	0.070171	0.146495
gene-Tsubulata_014141	-	JAKUCV010000050.1	-	143369	151169	3.760479	1.381168	2.883455
gene-Tsubulata_014144	-	JAKUCV010000050.1	-	169761	179054	79.119041	29.059252	60.666794
gene-Tsubulata_014145	-	JAKUCV010000050.1	+	169988	173257	0.000000	0.000000	0.000000
gene-Tsubulata_914145	-	JAKUCV010000050.1	+	179470	180369	64.728889	23.773962	49.632732
gene-Tsubulata_031892	-	JAKUCV010000051.1	-	14818	15179	19.638296	7.212855	15.058227
gene-Tsubulata_031890	-	JAKUCV010000051.1	-	4129	12012	111.743034	41.041561	85.682175
gene-Tsubulata_031891	-	JAKUCV010000051.1	+	4258	6716	3.787150	1.390964	2.903906
gene-Tsubulata_031893	-	JAKUCV010000051.1	+	15581	24436	152.456787	55.995121	116.900612
gene-Tsubulata_031894	-	JAKUCV010000051.1	-	24872	34026	14.932482	5.484479	11.449909
gene-Tsubulata_031895	-	JAKUCV010000051.1	+	28007	28078	0.000000	0.000000	0.000000
gene-Tsubulata_031898	-	JAKUCV010000051.1	+	74966	77321	123.243774	45.265610	94.500702
gene-Tsubulata_035806	-	JAKUCV010000052.1	+	12129	13466	275.696930	101.259399	211.398529
gene-Tsubulata_035807	-	JAKUCV010000052.1	-	29014	32726	273.643951	100.505363	209.824341
gene-Tsubulata_035809	VPS9A	JAKUCV010000052.1	+	60197	67917	9.569571	3.514761	7.337743
gene-Tsubulata_035808	B3GALT7	JAKUCV010000052.1	+	54142	58667	118.341919	43.465233	90.742058
gene-Tsubulata_041712	-	JAKUCV010000053.1	+	14332	22040	0.000000	0.000000	0.000000
gene-Tsubulata_041711	-	JAKUCV010000053.1	+	4979	13545	38.894421	14.285344	29.823412
gene-Tsubulata_013963	-	JAKUCV010000055.1	+	21087	23537	19.132318	7.027017	14.670254
gene-Tsubulata_013964	-	JAKUCV010000055.1	-	23460	25107	0.560366	0.205814	0.429677
gene-Tsubulata_043959	-	JAKUCV010000056.1	+	6461	8645	1.281482	0.470669	0.982613
gene-Tsubulata_013971	-	JAKUCV010000055.1	+	185407	188648	32.197784	11.825768	24.688574
gene-Tsubulata_029274	-	JAKUCV010000057.1	-	27702	32949	0.000000	0.000000	0.000000
gene-Tsubulata_029275	-	JAKUCV010000057.1	+	34118	34645	10.777149	3.958287	8.263688
gene-Tsubulata_029276	-	JAKUCV010000057.1	+	34689	35033	0.489855	0.179916	0.375610
gene-Tsubulata_029281	-	JAKUCV010000057.1	+	88836	89723	0.451577	0.165858	0.346260
gene-Tsubulata_030608	-	JAKUCV010000058.1	+	6844	9637	4.256014	1.563171	3.263421
gene-Tsubulata_043961	-	JAKUCV010000056.1	+	10223	18314	23.718643	8.711506	18.186951
gene-Tsubulata_043962	-	JAKUCV010000056.1	-	21684	23199	0.000000	0.000000	0.000000
gene-Tsubulata_043963	-	JAKUCV010000056.1	-	24562	25397	107.979935	39.659428	82.796715
gene-Tsubulata_043964	-	JAKUCV010000056.1	+	24588	24814	0.000000	0.000000	0.000000
gene-Tsubulata_030612	-	JAKUCV010000058.1	+	43900	47556	0.000000	0.000000	0.000000
gene-Tsubulata_030613	-	JAKUCV010000058.1	-	48508	48944	0.000000	0.000000	0.000000
gene-Tsubulata_030614	-	JAKUCV010000058.1	-	61464	66031	11.575112	4.251367	8.875549
gene-Tsubulata_030615	-	JAKUCV010000058.1	+	67584	71207	5.673733	2.083878	4.350498
gene-Tsubulata_030619	-	JAKUCV010000058.1	-	85629	86339	0.843882	0.309945	0.647071
gene-Tsubulata_030616	DMI1	JAKUCV010000058.1	+	74275	79855	23.054390	8.467535	17.677614
gene-Tsubulata_030620	-	JAKUCV010000058.1	-	87148	88259	26.290888	9.656254	20.159292
gene-Tsubulata_014726	-	JAKUCV010000059.1	-	2284	3511	0.000000	0.000000	0.000000
gene-Tsubulata_014728	-	JAKUCV010000059.1	-	8675	16022	6.795374	2.495840	5.210548
gene-Tsubulata_014730	-	JAKUCV010000059.1	-	60184	60753	31.040350	11.400661	23.801079
gene-Tsubulata_014737	-	JAKUCV010000059.1	+	90317	93423	0.000000	0.000000	0.000000
gene-Tsubulata_014732	PEX7	JAKUCV010000059.1	+	63608	67974	45.926277	16.868040	35.215290
gene-Tsubulata_014738	-	JAKUCV010000059.1	+	97849	100595	11.923169	4.379203	9.142432
gene-Tsubulata_014743	-	JAKUCV010000059.1	+	150177	155339	0.000000	0.000000	0.000000
gene-Tsubulata_014740	-	JAKUCV010000059.1	-	121853	127976	132.455887	48.649082	101.564354
gene-Tsubulata_044054	-	JAKUCV010000063.1	-	9571	11125	1.311853	0.481824	1.005901
gene-Tsubulata_014746	-	JAKUCV010000059.1	+	162229	166304	0.000000	0.000000	0.000000
gene-Tsubulata_014749	CIPK5	JAKUCV010000059.1	+	172430	173863	307.887726	113.082603	236.081741
gene-Tsubulata_014750	CIPK12	JAKUCV010000059.1	-	178578	180239	40.588448	14.907536	31.122356
gene-Tsubulata_006677	HIPL1	JAKUCV010000064.1	+	94320	99733	6.827486	2.507634	5.235171
gene-Tsubulata_006669	-	JAKUCV010000064.1	+	992	27447	10.847568	3.984151	8.317684
gene-Tsubulata_006670	-	JAKUCV010000064.1	+	27941	29868	0.252735	0.092826	0.193792
gene-Tsubulata_006676	-	JAKUCV010000064.1	+	67645	93907	10.554668	3.876573	8.093095
gene-Tsubulata_006680	TFIIB2_1	JAKUCV010000064.1	-	112608	116168	1.884634	0.692198	1.445097
gene-Tsubulata_006678	DDR4	JAKUCV010000064.1	+	101650	109275	28.735041	10.553955	22.033417
gene-Tsubulata_006679	-	JAKUCV010000064.1	-	109472	111064	16.313873	5.991844	12.509130
gene-Tsubulata_006696	-	JAKUCV010000064.1	-	190039	193622	5.153952	1.892970	3.951941
gene-Tsubulata_006697	MOS14	JAKUCV010000064.1	+	195015	206021	33.339417	12.245073	25.563953
gene-Tsubulata_006698	-	JAKUCV010000064.1	+	206821	209481	40.150482	14.746677	30.786535
gene-Tsubulata_006699	-	JAKUCV010000064.1	+	210428	210862	17.541380	6.442689	13.450356
gene-Tsubulata_006700	-	JAKUCV010000064.1	-	214224	216416	22.514904	8.269390	17.263948
gene-Tsubulata_006701	PTAC2	JAKUCV010000064.1	-	222141	226652	4.457071	1.637016	3.417587
gene-Tsubulata_006703	-	JAKUCV010000064.1	+	229225	233761	6.720457	2.468324	5.153103
gene-Tsubulata_006704	-	JAKUCV010000064.1	+	234308	234694	0.000000	0.000000	0.000000
gene-Tsubulata_006681	GALT6_1	JAKUCV010000064.1	-	117189	121730	102.759193	37.741928	78.793556
gene-Tsubulata_006682	-	JAKUCV010000064.1	+	132795	138475	16.541527	6.075458	12.683690
gene-Tsubulata_006685	-	JAKUCV010000064.1	+	148433	150755	18.528460	6.805228	14.207228
gene-Tsubulata_006686	-	JAKUCV010000064.1	-	152405	153411	0.000000	0.000000	0.000000
gene-Tsubulata_006687	-	JAKUCV010000064.1	+	158611	161617	345.784760	127.001610	265.140381
gene-Tsubulata_006688	-	JAKUCV010000064.1	+	164429	171102	181.985886	66.840721	139.542892
gene-Tsubulata_006689	-	JAKUCV010000064.1	-	167464	168126	0.000000	0.000000	0.000000
gene-Tsubulata_006690	-	JAKUCV010000064.1	-	170160	170828	0.000000	0.000000	0.000000
gene-Tsubulata_006691	5FCL	JAKUCV010000064.1	-	171619	174807	44.460491	16.329679	34.091358
gene-Tsubulata_006694	PP2A_1	JAKUCV010000064.1	+	182495	185320	198.232971	72.808029	152.000824
gene-Tsubulata_006695	-	JAKUCV010000064.1	-	185855	189533	406.118195	149.161194	311.402771
gene-Tsubulata_006705	-	JAKUCV010000064.1	-	237137	241343	62.983742	23.132994	48.294590
gene-Tsubulata_006706	-	JAKUCV010000064.1	+	258201	261168	44.728397	16.428078	34.296780
gene-Tsubulata_006707	-	JAKUCV010000064.1	-	261775	264602	3.278943	1.204307	2.514224
gene-Tsubulata_006709	ARR5	JAKUCV010000064.1	-	269094	271580	10.778257	3.958694	8.264538
gene-Tsubulata_006710	-	JAKUCV010000064.1	+	273893	277727	4.891967	1.796747	3.751056
gene-Tsubulata_050968	GSTF9_5	JAKUCV010000068.1	+	5703	8553	9.370665	3.441706	7.185226
gene-Tsubulata_044515	-	JAKUCV010000071.1	+	1153	14668	22.294636	8.188490	17.095051
gene-Tsubulata_033299	-	JAKUCV010000072.1	+	44342	48010	16.208252	5.953051	12.428143
gene-Tsubulata_033300	-	JAKUCV010000072.1	-	58085	60924	25.847464	9.493390	19.819284
gene-Tsubulata_040624	GHR1	JAKUCV010000073.1	+	15976	21853	6.782019	2.490935	5.200307
gene-Tsubulata_040623	YCHF1	JAKUCV010000073.1	+	5737	13597	280.422577	102.995056	215.022064
gene-Tsubulata_048597	-	JAKUCV010000075.1	+	13848	14812	0.000000	0.000000	0.000000
gene-Tsubulata_024777	-	JAKUCV010000074.1	+	16839	21317	116.436768	42.765499	89.281235
gene-Tsubulata_005694	-	JAKUCV010000077.1	+	82382	85774	0.000000	0.000000	0.000000
gene-Tsubulata_048221	-	JAKUCV010000076.1	+	18587	19075	11.828221	4.344330	9.069628
gene-Tsubulata_048220	-	JAKUCV010000076.1	-	4968	8553	172.791672	63.463821	132.492966
gene-Tsubulata_005696	-	JAKUCV010000077.1	+	94289	103781	49.565865	18.204807	38.006046
gene-Tsubulata_005697	-	JAKUCV010000077.1	+	104952	110820	23.599247	8.667654	18.095398
gene-Tsubulata_005698	-	JAKUCV010000077.1	-	110837	113936	160.546738	58.966434	123.103813
gene-Tsubulata_005700	-	JAKUCV010000077.1	+	116374	120250	68.070709	25.001362	52.195171
gene-Tsubulata_005701	-	JAKUCV010000077.1	+	120942	124032	20.805832	7.641674	15.953468
gene-Tsubulata_005702	-	JAKUCV010000077.1	+	126876	128980	41.617428	15.285464	31.911356
gene-Tsubulata_005703	-	JAKUCV010000077.1	-	131369	134578	10.847629	3.984173	8.317731
gene-Tsubulata_905703	-	JAKUCV010000077.1	-	142754	146860	82.901421	30.448462	63.567043
gene-Tsubulata_005705	PSB28	JAKUCV010000077.1	+	149606	154001	8.308223	3.051487	6.370568
gene-Tsubulata_005706	-	JAKUCV010000077.1	-	151467	153794	0.000000	0.000000	0.000000
gene-Tsubulata_005707	MUR3	JAKUCV010000077.1	-	159025	160881	87.881531	32.277584	67.385681
gene-Tsubulata_005711	-	JAKUCV010000077.1	-	203928	209221	274.084564	100.667198	210.162216
gene-Tsubulata_005716	ELI5	JAKUCV010000077.1	-	258208	263642	9.358281	3.437158	7.175730
gene-Tsubulata_005713	ABCC5	JAKUCV010000077.1	-	209638	218885	75.841034	27.855288	58.153286
gene-Tsubulata_005717	-	JAKUCV010000077.1	+	275453	279236	46.960873	17.248034	36.008595
gene-Tsubulata_047785	OPR2_5	JAKUCV010000080.1	-	4519	7109	3.986283	1.464103	3.056597
gene-Tsubulata_005718	-	JAKUCV010000077.1	-	281458	291627	61.124012	22.449944	46.868587
gene-Tsubulata_047787	WOX8	JAKUCV010000080.1	+	14832	16791	9.856049	3.619980	7.557408
gene-Tsubulata_029427	-	JAKUCV010000081.1	+	27915	31285	1.464966	0.538060	1.123305
gene-Tsubulata_029428	-	JAKUCV010000081.1	-	30116	31591	0.000000	0.000000	0.000000
gene-Tsubulata_040298	-	JAKUCV010000082.1	-	38346	38705	8.755555	3.215786	6.713573
gene-Tsubulata_040299	-	JAKUCV010000082.1	-	42432	42746	1623.060303	596.125977	1244.528076
gene-Tsubulata_046418	PDX12	JAKUCV010000085.1	+	8957	9886	63.310753	23.253101	48.545334
