Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	223.115143	83.691162	169.788864
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	5.127451	1.923322	3.901950
gene-Tsubulata_032642	-	JAKUCV010000014.1	-	45441	48398	0.000000	0.000000	0.000000
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	159.575058	59.857086	121.435371
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	68.082085	25.537796	51.809937
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	61.264927	22.980659	46.622131
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	25.365122	9.514533	19.302660
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	10.244808	3.842859	7.796219
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	4.600214	1.725554	3.500727
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	43.198048	16.203718	32.873375
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	79.492699	29.817953	60.493320
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	18.407513	6.904713	14.007973
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	137.395142	51.537331	104.556625
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	20.459860	7.674555	15.569794
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	23.037352	8.641380	17.531244
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	22.171038	8.316423	16.871986
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	6.651685	2.495067	5.061880
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	4.902494	1.838940	3.730760
gene-Tsubulata_042704	-	JAKUCV010000024.1	-	26108	28949	0.000000	0.000000	0.000000
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	8.768292	3.289013	6.672602
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	4.583182	1.719165	3.487766
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	208.896347	78.357651	158.968491
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	6.895547	2.586540	5.247457
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	11.733389	4.401230	8.929017
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	52.952549	19.862659	40.296474
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	102.868286	38.586205	78.281960
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	136.946609	51.369083	104.215294
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	61.308079	22.996845	46.654968
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	20.394955	7.650209	15.520400
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	3.381828	1.268534	2.573545
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	1.146753	0.430150	0.872670
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	5.638769	2.115119	4.291059
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	120.904106	45.351494	92.007080
gene-Tsubulata_019461	-	JAKUCV010000028.1	-	129542	133335	34.717621	13.022685	26.419836
gene-Tsubulata_019462	-	JAKUCV010000028.1	-	142429	144672	17.215673	6.457651	13.100993
gene-Tsubulata_024731	-	JAKUCV010000032.1	-	29884	35730	81.471375	30.560158	61.999081
gene-Tsubulata_042886	-	JAKUCV010000034.1	+	7877	13678	7.084488	2.657413	5.391240
gene-Tsubulata_042887	-	JAKUCV010000034.1	-	15473	16066	27.213806	10.207980	20.709494
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	9.454266	3.546324	7.194623
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	27.676065	10.381375	21.061270
gene-Tsubulata_047535	-	JAKUCV010000035.1	+	19581	21964	1.851624	0.694550	1.409071
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	28.814726	10.808490	21.927780
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	0.000000	0.000000	0.000000
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	134.062302	50.287174	102.020363
gene-Tsubulata_043458	-	JAKUCV010000036.1	+	11225	12785	4.065885	1.525126	3.094107
gene-Tsubulata_043460	MTM1_3	JAKUCV010000036.1	+	18351	22126	10.566838	3.963653	8.041281
gene-Tsubulata_043461	-	JAKUCV010000036.1	-	22265	23489	116.656754	43.758297	88.774872
gene-Tsubulata_043464	-	JAKUCV010000036.1	-	39905	40996	1.559116	0.584829	1.186475
gene-Tsubulata_043465	-	JAKUCV010000036.1	+	43033	43905	2.142763	0.803757	1.630626
gene-Tsubulata_043462	TUBG1	JAKUCV010000036.1	-	24400	29620	25.797056	9.676554	19.631357
gene-Tsubulata_011929	-	JAKUCV010000038.1	-	50875	65673	23.271959	8.729382	17.709780
gene-Tsubulata_011930	-	JAKUCV010000038.1	+	60377	62132	1.031319	0.386851	0.784826
gene-Tsubulata_011932	-	JAKUCV010000038.1	+	75084	78865	12.805576	4.803411	9.744943
gene-Tsubulata_011936	SUMO2_1	JAKUCV010000038.1	+	143217	145671	352.107605	132.076614	267.951141
gene-Tsubulata_011938	ERD2_2	JAKUCV010000038.1	-	147667	150626	19.359253	7.261714	14.732239
gene-Tsubulata_011941	-	JAKUCV010000038.1	+	187906	191706	39.893761	14.964271	30.358839
gene-Tsubulata_011942	PAP15_2	JAKUCV010000038.1	+	193651	197537	5.550511	2.082013	4.223896
gene-Tsubulata_050265	DTX55	JAKUCV010000039.1	+	5433	8174	0.255352	0.095783	0.194321
gene-Tsubulata_011943	-	JAKUCV010000038.1	-	198679	199803	85.738670	32.160831	65.246460
gene-Tsubulata_019403	MTP1_3	JAKUCV010000041.1	-	52366	54656	1.035354	0.388364	0.787896
gene-Tsubulata_019407	XBAT31_1	JAKUCV010000041.1	-	108328	109016	12.860000	4.823824	9.786359
gene-Tsubulata_039497	-	JAKUCV010000045.1	-	17029	20401	0.000000	0.000000	0.000000
gene-Tsubulata_026235	-	JAKUCV010000046.1	+	17333	24601	3.972003	1.489910	3.022663
gene-Tsubulata_026236	-	JAKUCV010000046.1	-	27058	30858	3.586724	1.345391	2.729469
gene-Tsubulata_026237	-	JAKUCV010000046.1	+	27068	27370	0.007908	0.002966	0.006018
gene-Tsubulata_026238	-	JAKUCV010000046.1	+	33531	39565	12.969775	4.865002	9.869897
gene-Tsubulata_026239	-	JAKUCV010000046.1	-	39548	43642	5.757113	2.159510	4.381118
gene-Tsubulata_026241	-	JAKUCV010000046.1	-	51987	55967	30.591124	11.474823	23.279606
gene-Tsubulata_026242	-	JAKUCV010000046.1	+	56590	61119	5.697706	2.137227	4.335910
gene-Tsubulata_026243	-	JAKUCV010000046.1	-	61123	66161	4.109195	1.541372	3.127065
gene-Tsubulata_026245	-	JAKUCV010000046.1	+	69860	77472	59.960728	22.491451	45.629646
gene-Tsubulata_026248	-	JAKUCV010000046.1	-	86080	86685	9.750825	3.657564	7.420301
gene-Tsubulata_026247	CALM1	JAKUCV010000046.1	+	82383	85069	542.435425	203.469162	412.789124
gene-Tsubulata_026249	-	JAKUCV010000046.1	-	99757	100614	148.252930	55.610123	112.819321
gene-Tsubulata_026250	-	JAKUCV010000046.1	-	106509	109964	12.603940	4.727776	9.591499
gene-Tsubulata_031156	-	JAKUCV010000049.1	-	52789	53556	9.953125	3.733447	7.574250
gene-Tsubulata_031149	-	JAKUCV010000049.1	+	3971	5422	0.349174	0.130976	0.265719
gene-Tsubulata_031151	-	JAKUCV010000049.1	+	18050	19501	38.115013	14.297056	29.005226
gene-Tsubulata_031157	ATJ15	JAKUCV010000049.1	-	60641	67964	76.214653	28.588348	57.998756
gene-Tsubulata_031158	-	JAKUCV010000049.1	-	69595	79078	38.022648	14.262410	28.934937
gene-Tsubulata_014117	-	JAKUCV010000050.1	+	10210	16220	8.412738	3.155643	6.402028
gene-Tsubulata_014118	-	JAKUCV010000050.1	+	22202	27761	388.481995	145.720779	295.631744
gene-Tsubulata_014120	SCL7	JAKUCV010000050.1	+	47264	50017	114.955132	43.120018	87.479950
gene-Tsubulata_014121	-	JAKUCV010000050.1	+	54046	55785	363.903717	136.501373	276.927887
gene-Tsubulata_014122	-	JAKUCV010000050.1	+	65083	65715	35.802326	13.429560	27.245291
gene-Tsubulata_014125	-	JAKUCV010000050.1	+	80768	83403	0.802688	0.301091	0.610839
gene-Tsubulata_014128	-	JAKUCV010000050.1	-	90963	91262	0.000000	0.000000	0.000000
gene-Tsubulata_014129	-	JAKUCV010000050.1	+	91261	91875	0.082927	0.031106	0.063107
gene-Tsubulata_014126	AEL1	JAKUCV010000050.1	-	83436	85652	28.867418	10.828256	21.967878
gene-Tsubulata_014130	VPS39	JAKUCV010000050.1	+	92275	100186	28.697811	10.764635	21.838810
gene-Tsubulata_014131	-	JAKUCV010000050.1	-	99133	100005	0.000000	0.000000	0.000000
gene-Tsubulata_014132	-	JAKUCV010000050.1	+	101252	102654	40.466869	15.179245	30.794970
gene-Tsubulata_014133	-	JAKUCV010000050.1	-	103048	109316	22.291348	8.361551	16.963541
gene-Tsubulata_014134	-	JAKUCV010000050.1	+	114468	117711	39.865902	14.953819	30.337637
gene-Tsubulata_014135	-	JAKUCV010000050.1	-	117684	119389	3.840453	1.440565	2.922555
gene-Tsubulata_014137	-	JAKUCV010000050.1	-	127338	127909	0.490196	0.183874	0.373035
gene-Tsubulata_014136	-	JAKUCV010000050.1	-	123022	125792	14.022058	5.259716	10.670676
gene-Tsubulata_014138	-	JAKUCV010000050.1	+	133284	138654	7.889076	2.959216	6.003525
gene-Tsubulata_014140	ARL2_1	JAKUCV010000050.1	-	140340	142724	63.837658	23.945698	48.579956
gene-Tsubulata_014143	-	JAKUCV010000050.1	+	164212	166111	4.247279	1.593167	3.232146
gene-Tsubulata_014141	-	JAKUCV010000050.1	-	143369	151169	14.407056	5.404130	10.963656
gene-Tsubulata_014144	-	JAKUCV010000050.1	-	169761	179054	36.045555	13.520796	27.430386
gene-Tsubulata_014145	-	JAKUCV010000050.1	+	169988	173257	0.070135	0.026308	0.053372
gene-Tsubulata_914145	-	JAKUCV010000050.1	+	179470	180369	54.923332	20.601908	41.796227
gene-Tsubulata_031892	-	JAKUCV010000051.1	-	14818	15179	56.264183	21.104864	42.816605
gene-Tsubulata_031890	-	JAKUCV010000051.1	-	4129	12012	41.083565	15.410569	31.264271
gene-Tsubulata_031891	-	JAKUCV010000051.1	+	4258	6716	13.170879	4.940437	10.022936
gene-Tsubulata_031893	-	JAKUCV010000051.1	+	15581	24436	185.920135	69.739204	141.483765
gene-Tsubulata_031894	-	JAKUCV010000051.1	-	24872	34026	22.746267	8.532193	17.309732
gene-Tsubulata_031895	-	JAKUCV010000051.1	+	28007	28078	0.000000	0.000000	0.000000
gene-Tsubulata_031898	-	JAKUCV010000051.1	+	74966	77321	454.759399	170.581619	346.068329
gene-Tsubulata_035806	-	JAKUCV010000052.1	+	12129	13466	109.625557	41.120876	83.424194
gene-Tsubulata_035807	-	JAKUCV010000052.1	-	29014	32726	202.270752	75.872368	153.926453
gene-Tsubulata_035808	B3GALT7	JAKUCV010000052.1	+	54142	58667	55.986767	21.000805	42.605492
gene-Tsubulata_035809	VPS9A	JAKUCV010000052.1	+	60197	67917	14.816189	5.557597	11.275003
gene-Tsubulata_041711	-	JAKUCV010000053.1	+	4979	13545	80.148270	30.063856	60.992207
gene-Tsubulata_041712	-	JAKUCV010000053.1	+	14332	22040	7.896483	2.961994	6.009162
gene-Tsubulata_013963	-	JAKUCV010000055.1	+	21087	23537	72.062195	27.030748	54.838764
gene-Tsubulata_013964	-	JAKUCV010000055.1	-	23460	25107	0.644463	0.241740	0.490431
gene-Tsubulata_013971	-	JAKUCV010000055.1	+	185407	188648	30.714127	11.520962	23.373209
gene-Tsubulata_043959	-	JAKUCV010000056.1	+	6461	8645	17.814816	6.682391	13.556935
gene-Tsubulata_043963	-	JAKUCV010000056.1	-	24562	25397	0.501672	0.188179	0.381768
gene-Tsubulata_043964	-	JAKUCV010000056.1	+	24588	24814	0.000000	0.000000	0.000000
gene-Tsubulata_029274	-	JAKUCV010000057.1	-	27702	32949	0.171152	0.064200	0.130245
gene-Tsubulata_029275	-	JAKUCV010000057.1	+	34118	34645	10.670139	4.002401	8.119892
gene-Tsubulata_043961	-	JAKUCV010000056.1	+	10223	18314	42.582989	15.973006	32.405319
gene-Tsubulata_029281	-	JAKUCV010000057.1	+	88836	89723	2.103604	0.789068	1.600826
gene-Tsubulata_030608	-	JAKUCV010000058.1	+	6844	9637	12.319158	4.620953	9.374783
gene-Tsubulata_030612	-	JAKUCV010000058.1	+	43900	47556	0.124941	0.046866	0.095079
gene-Tsubulata_030613	-	JAKUCV010000058.1	-	48508	48944	0.000000	0.000000	0.000000
gene-Tsubulata_030614	-	JAKUCV010000058.1	-	61464	66031	21.762518	8.163186	16.561106
gene-Tsubulata_030615	-	JAKUCV010000058.1	+	67584	71207	5.859359	2.197863	4.458926
gene-Tsubulata_030619	-	JAKUCV010000058.1	-	85629	86339	2.419128	0.907422	1.840937
gene-Tsubulata_030616	DMI1	JAKUCV010000058.1	+	74275	79855	28.947575	10.858322	22.028877
gene-Tsubulata_014726	-	JAKUCV010000059.1	-	2284	3511	1.091122	0.409283	0.830335
gene-Tsubulata_030620	-	JAKUCV010000058.1	-	87148	88259	94.108643	35.300434	71.615936
gene-Tsubulata_014729	LSH10_2	JAKUCV010000059.1	+	47216	47782	23.315697	8.745789	17.743063
gene-Tsubulata_014728	-	JAKUCV010000059.1	-	8675	16022	37.747467	14.159188	28.725527
gene-Tsubulata_014730	-	JAKUCV010000059.1	-	60184	60753	14.694736	5.512040	11.182579
gene-Tsubulata_014737	-	JAKUCV010000059.1	+	90317	93423	0.335976	0.126026	0.255675
gene-Tsubulata_014732	PEX7	JAKUCV010000059.1	+	63608	67974	56.794292	21.303711	43.220013
gene-Tsubulata_014739	-	JAKUCV010000059.1	-	101840	104864	0.000000	0.000000	0.000000
gene-Tsubulata_014738	-	JAKUCV010000059.1	+	97849	100595	17.394506	6.524732	13.237082
gene-Tsubulata_014743	-	JAKUCV010000059.1	+	150177	155339	0.000000	0.000000	0.000000
gene-Tsubulata_014749	CIPK5	JAKUCV010000059.1	+	172430	173863	0.092050	0.034528	0.070049
gene-Tsubulata_014740	-	JAKUCV010000059.1	-	121853	127976	8.863235	3.324626	6.744853
gene-Tsubulata_014750	CIPK12	JAKUCV010000059.1	-	178578	180239	10.846570	4.068581	8.254155
gene-Tsubulata_044054	-	JAKUCV010000063.1	-	9571	11125	2.302647	0.863730	1.752296
gene-Tsubulata_006669	-	JAKUCV010000064.1	+	992	27447	6.607502	2.478494	5.028257
gene-Tsubulata_006670	-	JAKUCV010000064.1	+	27941	29868	0.556419	0.208714	0.423431
gene-Tsubulata_006676	-	JAKUCV010000064.1	+	67645	93907	18.565079	6.963817	14.127879
gene-Tsubulata_006677	HIPL1	JAKUCV010000064.1	+	94320	99733	16.956213	6.360327	12.903544
gene-Tsubulata_006680	TFIIB2_1	JAKUCV010000064.1	-	112608	116168	14.308305	5.367088	10.888508
gene-Tsubulata_006678	DDR4	JAKUCV010000064.1	+	101650	109275	43.657173	16.375938	33.222767
gene-Tsubulata_006679	-	JAKUCV010000064.1	-	109472	111064	43.971123	16.493700	33.461681
gene-Tsubulata_006681	GALT6_1	JAKUCV010000064.1	-	117189	121730	36.043587	13.520059	27.428888
gene-Tsubulata_006682	-	JAKUCV010000064.1	+	132795	138475	18.472878	6.929232	14.057715
gene-Tsubulata_006685	-	JAKUCV010000064.1	+	148433	150755	24.781120	9.295473	18.858238
gene-Tsubulata_006687	-	JAKUCV010000064.1	+	158611	161617	169.931183	63.741695	129.316299
gene-Tsubulata_006688	-	JAKUCV010000064.1	+	164429	171102	33.517052	12.572348	25.506214
gene-Tsubulata_006689	-	JAKUCV010000064.1	-	167464	168126	0.000000	0.000000	0.000000
gene-Tsubulata_006690	-	JAKUCV010000064.1	-	170160	170828	0.000000	0.000000	0.000000
gene-Tsubulata_006691	5FCL	JAKUCV010000064.1	-	171619	174807	59.439243	22.295839	45.232800
gene-Tsubulata_006695	-	JAKUCV010000064.1	-	185855	189533	8.849056	3.319308	6.734062
gene-Tsubulata_006694	PP2A_1	JAKUCV010000064.1	+	182495	185320	224.198135	84.097397	170.613022
gene-Tsubulata_006696	-	JAKUCV010000064.1	-	190039	193622	32.391064	12.149985	24.649345
gene-Tsubulata_006697	MOS14	JAKUCV010000064.1	+	195015	206021	46.731129	17.528988	35.562023
gene-Tsubulata_006699	-	JAKUCV010000064.1	+	210428	210862	3.422988	1.283973	2.604867
gene-Tsubulata_006698	-	JAKUCV010000064.1	+	206821	209481	23.420784	8.785207	17.823032
gene-Tsubulata_006700	-	JAKUCV010000064.1	-	214224	216416	33.185272	12.447895	25.253733
gene-Tsubulata_006701	PTAC2	JAKUCV010000064.1	-	222141	226652	9.881986	3.706763	7.520114
gene-Tsubulata_006703	-	JAKUCV010000064.1	+	229225	233761	10.803376	4.052379	8.221285
gene-Tsubulata_006704	-	JAKUCV010000064.1	+	234308	234694	0.000000	0.000000	0.000000
gene-Tsubulata_006705	-	JAKUCV010000064.1	-	237137	241343	86.261925	32.357109	65.644653
gene-Tsubulata_006706	-	JAKUCV010000064.1	+	258201	261168	23.131277	8.676612	17.602722
gene-Tsubulata_006707	-	JAKUCV010000064.1	-	261775	264602	4.436661	1.664205	3.376264
gene-Tsubulata_006708	-	JAKUCV010000064.1	-	264680	267144	0.603543	0.226391	0.459291
gene-Tsubulata_006709	ARR5	JAKUCV010000064.1	-	269094	271580	52.453690	19.675537	39.916847
gene-Tsubulata_006710	-	JAKUCV010000064.1	+	273893	277727	11.302401	4.239565	8.601039
gene-Tsubulata_050968	GSTF9_5	JAKUCV010000068.1	+	5703	8553	36.183418	13.572509	27.535299
gene-Tsubulata_044515	-	JAKUCV010000071.1	+	1153	14668	11.369668	4.264797	8.652228
gene-Tsubulata_033299	-	JAKUCV010000072.1	+	44342	48010	10.085437	3.783078	7.674939
gene-Tsubulata_033300	-	JAKUCV010000072.1	-	58085	60924	43.416668	16.285723	33.039745
gene-Tsubulata_040623	YCHF1	JAKUCV010000073.1	+	5737	13597	402.963013	151.152634	306.651703
gene-Tsubulata_040624	GHR1	JAKUCV010000073.1	+	15976	21853	35.974937	13.494308	27.376644
gene-Tsubulata_048597	-	JAKUCV010000075.1	+	13848	14812	0.000000	0.000000	0.000000
gene-Tsubulata_024777	-	JAKUCV010000074.1	+	16839	21317	96.696411	36.271114	73.585213
gene-Tsubulata_048220	-	JAKUCV010000076.1	-	4968	8553	161.807846	60.694611	123.134499
gene-Tsubulata_005694	-	JAKUCV010000077.1	+	82382	85774	0.000000	0.000000	0.000000
gene-Tsubulata_048221	-	JAKUCV010000076.1	+	18587	19075	30.341513	11.381193	23.089653
gene-Tsubulata_005695	-	JAKUCV010000077.1	+	86598	93728	0.817544	0.306663	0.622145
gene-Tsubulata_005696	-	JAKUCV010000077.1	+	94289	103781	122.863548	46.086487	93.498199
gene-Tsubulata_005698	-	JAKUCV010000077.1	-	110837	113936	5.594013	2.098331	4.257000
gene-Tsubulata_005697	-	JAKUCV010000077.1	+	104952	110820	42.869766	16.080580	32.623558
gene-Tsubulata_005700	-	JAKUCV010000077.1	+	116374	120250	8.316628	3.119592	6.328889
gene-Tsubulata_005701	-	JAKUCV010000077.1	+	120942	124032	41.457405	15.550798	31.548759
gene-Tsubulata_005702	-	JAKUCV010000077.1	+	126876	128980	16.859751	6.324143	12.830137
gene-Tsubulata_005703	-	JAKUCV010000077.1	-	131369	134578	33.564976	12.590323	25.542685
gene-Tsubulata_905703	-	JAKUCV010000077.1	-	142754	146860	19.333925	7.252213	14.712966
gene-Tsubulata_005705	PSB28	JAKUCV010000077.1	+	149606	154001	12.510725	4.692811	9.520564
gene-Tsubulata_005706	-	JAKUCV010000077.1	-	151467	153794	0.000000	0.000000	0.000000
gene-Tsubulata_005707	MUR3	JAKUCV010000077.1	-	159025	160881	201.225632	75.480339	153.131134
gene-Tsubulata_005711	-	JAKUCV010000077.1	-	203928	209221	209.384842	78.540886	159.340225
gene-Tsubulata_005713	ABCC5	JAKUCV010000077.1	-	209638	218885	50.072540	18.782360	38.104813
gene-Tsubulata_005716	ELI5	JAKUCV010000077.1	-	258208	263642	21.177450	7.943726	16.115873
