Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	27.240925	9.737114	19.967161
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	5.809730	2.076655	4.258439
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	1.182538	0.422691	0.866781
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	96.166916	34.374317	70.488808
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	43.845592	15.672358	32.138119
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	37.727448	13.485463	27.653616
gene-Tsubulata_022991	-	JAKUCV010000003.1	-	74040	84113	0.000000	0.000000	0.000000
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	0.480418	0.171723	0.352139
gene-Tsubulata_947192	-	JAKUCV010000005.1	+	3280	5626	2.601238	0.929798	1.906666
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	203.849701	72.864922	149.418564
gene-Tsubulata_047192	-	JAKUCV010000005.1	+	14101	21544	23.397633	8.363351	17.150091
gene-Tsubulata_047193	-	JAKUCV010000005.1	+	23066	23386	32.359814	11.566832	23.719227
gene-Tsubulata_047194	-	JAKUCV010000005.1	+	27363	27665	0.613861	0.219421	0.449950
gene-Tsubulata_047738	-	JAKUCV010000006.1	+	14196	18843	1.967807	0.703381	1.442371
gene-Tsubulata_047739	-	JAKUCV010000006.1	-	14206	16292	0.090498	0.032348	0.066334
gene-Tsubulata_012426	-	JAKUCV010000008.1	+	2234	5394	60.484131	21.619711	44.333904
gene-Tsubulata_012427	-	JAKUCV010000008.1	+	6519	16398	88.129303	31.501322	64.597374
gene-Tsubulata_012428	LOS1_1	JAKUCV010000008.1	+	17974	21688	671.387939	239.983810	492.116669
gene-Tsubulata_012429	-	JAKUCV010000008.1	+	24377	35529	0.000000	0.000000	0.000000
gene-Tsubulata_012430	-	JAKUCV010000008.1	+	35657	42787	0.000000	0.000000	0.000000
gene-Tsubulata_012431	LOS1_2	JAKUCV010000008.1	-	47695	51839	562.189087	200.951309	412.075592
gene-Tsubulata_012432	-	JAKUCV010000008.1	+	61168	64442	57.067612	20.398493	41.829647
gene-Tsubulata_012433	-	JAKUCV010000008.1	+	65214	65783	0.000000	0.000000	0.000000
gene-Tsubulata_012434	-	JAKUCV010000008.1	-	70645	75065	4.164867	1.488708	3.052781
gene-Tsubulata_012435	-	JAKUCV010000008.1	-	80304	87409	15.116601	5.403344	11.080227
gene-Tsubulata_012436	-	JAKUCV010000008.1	-	96005	97429	36.010548	12.871767	26.395157
gene-Tsubulata_012438	-	JAKUCV010000008.1	-	99984	107249	14.000028	5.004230	10.261797
gene-Tsubulata_012439	-	JAKUCV010000008.1	+	114666	118830	103.094849	36.850670	75.566879
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	233.415131	83.432915	171.089569
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	16.338335	5.840045	11.975739
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
gene-Tsubulata_012444	-	JAKUCV010000008.1	+	135403	139678	142.168610	50.817360	104.207321
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	46.038849	16.456326	33.745739
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	10.726698	3.834197	7.862498
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	35.390282	12.650055	25.940510
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	1.190275	0.425457	0.872453
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	3.743852	1.338219	2.744184
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	241.740784	86.408875	177.192139
gene-Tsubulata_026428	-	JAKUCV010000013.1	-	67294	69501	0.000000	0.000000	0.000000
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	4.038049	1.443378	2.959826
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	158.459946	56.640614	116.148613
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	68.146461	24.358566	49.950268
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	88.674904	31.696341	64.997292
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	26.106268	9.331537	19.135477
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	9.928257	3.548799	7.277254
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	45.484425	16.258150	33.339355
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	8.750268	3.127734	6.413806
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	72.851807	26.040466	53.399212
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	26.662563	9.530382	19.543234
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	159.365997	56.964474	116.812729
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	22.848167	8.166948	16.747341
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	32.999058	11.795326	24.187782
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	20.608744	7.366478	15.105880
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	8.082397	2.889007	5.924268
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	12.003396	4.290546	8.798298
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	4.521542	1.616200	3.314218
gene-Tsubulata_042704	-	JAKUCV010000024.1	-	26108	28949	0.805606	0.287959	0.590496
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	4.897645	1.750636	3.589895
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	231.894028	82.889206	169.974625
gene-Tsubulata_041806	-	JAKUCV010000026.1	+	12402	13329	0.000000	0.000000	0.000000
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	2.174149	0.777137	1.593616
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	10.639365	3.802981	7.798484
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	53.092133	18.977482	38.915684
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	135.716736	48.511177	99.478203
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	158.353394	56.602524	116.070503
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	63.345123	22.642355	46.430965
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	26.943710	9.630877	19.749310
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	5.872904	2.099236	4.304745
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	5.190856	1.855442	3.804815
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	3.450000	1.233183	2.528795
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	123.711678	44.220036	90.678688
gene-Tsubulata_019461	-	JAKUCV010000028.1	-	129542	133335	48.499344	17.335815	35.549244
gene-Tsubulata_019462	-	JAKUCV010000028.1	-	142429	144672	24.193195	8.647720	17.733227
gene-Tsubulata_024731	-	JAKUCV010000032.1	-	29884	35730	77.897194	27.843910	57.097397
gene-Tsubulata_042886	-	JAKUCV010000034.1	+	7877	13678	7.561243	2.702724	5.542270
gene-Tsubulata_042887	-	JAKUCV010000034.1	-	15473	16066	40.557240	14.496956	29.727808
gene-Tsubulata_942888	-	JAKUCV010000034.1	-	35326	37860	0.162913	0.058232	0.119413
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	8.809762	3.148999	6.457415
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	24.041519	8.593505	17.622049
gene-Tsubulata_047535	-	JAKUCV010000035.1	+	19581	21964	2.940929	1.051218	2.155654
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	23.154753	8.276535	16.972063
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	0.000000	0.000000	0.000000
gene-Tsubulata_043458	-	JAKUCV010000036.1	+	11225	12785	2.224729	0.795217	1.630691
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	161.040085	57.562866	118.039803
gene-Tsubulata_043460	MTM1_3	JAKUCV010000036.1	+	18351	22126	11.635219	4.158943	8.528430
gene-Tsubulata_043461	-	JAKUCV010000036.1	-	22265	23489	103.304832	36.925728	75.720795
gene-Tsubulata_043464	-	JAKUCV010000036.1	-	39905	40996	0.000000	0.000000	0.000000
gene-Tsubulata_043462	TUBG1	JAKUCV010000036.1	-	24400	29620	25.534079	9.127011	18.716072
gene-Tsubulata_043465	-	JAKUCV010000036.1	+	43033	43905	12.553947	4.487337	9.201842
gene-Tsubulata_011929	-	JAKUCV010000038.1	-	50875	65673	25.609739	9.154057	18.771530
gene-Tsubulata_011930	-	JAKUCV010000038.1	+	60377	62132	0.738298	0.263900	0.541161
gene-Tsubulata_011932	-	JAKUCV010000038.1	+	75084	78865	11.310474	4.042865	8.290397
gene-Tsubulata_011936	SUMO2_1	JAKUCV010000038.1	+	143217	145671	378.894531	135.433701	277.723633
gene-Tsubulata_011938	ERD2_2	JAKUCV010000038.1	-	147667	150626	19.602617	7.006844	14.368405
gene-Tsubulata_011941	-	JAKUCV010000038.1	+	187906	191706	50.172852	17.934000	36.775898
gene-Tsubulata_011942	PAP15_2	JAKUCV010000038.1	+	193651	197537	9.724745	3.476055	7.128083
gene-Tsubulata_050265	DTX55	JAKUCV010000039.1	+	5433	8174	0.219930	0.078613	0.161205
gene-Tsubulata_011943	-	JAKUCV010000038.1	-	198679	199803	99.552444	35.584457	72.970352
gene-Tsubulata_019403	MTP1_3	JAKUCV010000041.1	-	52366	54656	0.742424	0.265375	0.544185
gene-Tsubulata_019407	XBAT31_1	JAKUCV010000041.1	-	108328	109016	20.360001	7.277567	14.923554
gene-Tsubulata_026235	-	JAKUCV010000046.1	+	17333	24601	4.896763	1.750320	3.589249
gene-Tsubulata_026236	-	JAKUCV010000046.1	-	27058	30858	3.390042	1.211751	2.484847
gene-Tsubulata_026237	-	JAKUCV010000046.1	+	27068	27370	0.000000	0.000000	0.000000
gene-Tsubulata_026238	-	JAKUCV010000046.1	+	33531	39565	9.649888	3.449298	7.073214
gene-Tsubulata_026239	-	JAKUCV010000046.1	-	39548	43642	8.827798	3.155446	6.470635
gene-Tsubulata_026241	-	JAKUCV010000046.1	-	51987	55967	24.451916	8.740199	17.922863
gene-Tsubulata_026242	-	JAKUCV010000046.1	+	56590	61119	5.850607	2.091266	4.288402
gene-Tsubulata_026243	-	JAKUCV010000046.1	-	61123	66161	4.020434	1.437081	2.946914
gene-Tsubulata_026245	-	JAKUCV010000046.1	+	69860	77472	71.918076	25.706709	52.714798
gene-Tsubulata_026248	-	JAKUCV010000046.1	-	86080	86685	4.526402	1.617937	3.317780
gene-Tsubulata_026247	CALM1	JAKUCV010000046.1	+	82383	85069	510.877533	182.610275	374.465057
gene-Tsubulata_026249	-	JAKUCV010000046.1	-	99757	100614	168.221451	60.129807	123.303642
gene-Tsubulata_031149	-	JAKUCV010000049.1	+	3971	5422	0.141873	0.050712	0.103991
gene-Tsubulata_026250	-	JAKUCV010000046.1	-	106509	109964	11.210814	4.007242	8.217347
gene-Tsubulata_031151	-	JAKUCV010000049.1	+	18050	19501	35.023071	12.518799	25.671352
gene-Tsubulata_031156	-	JAKUCV010000049.1	-	52789	53556	8.678386	3.102040	6.361118
gene-Tsubulata_031157	ATJ15	JAKUCV010000049.1	-	60641	67964	83.332413	29.786699	61.081329
gene-Tsubulata_031158	-	JAKUCV010000049.1	-	69595	79078	37.098633	13.260695	27.192705
gene-Tsubulata_014117	-	JAKUCV010000050.1	+	10210	16220	11.199338	4.003139	8.208936
gene-Tsubulata_014118	-	JAKUCV010000050.1	+	22202	27761	449.913940	160.819183	329.779724
gene-Tsubulata_014120	SCL7	JAKUCV010000050.1	+	47264	50017	130.853638	46.772888	95.913628
gene-Tsubulata_014121	-	JAKUCV010000050.1	+	54046	55785	584.151733	208.801727	428.173889
gene-Tsubulata_014122	-	JAKUCV010000050.1	+	65083	65715	0.000000	0.000000	0.000000
gene-Tsubulata_014125	-	JAKUCV010000050.1	+	80768	83403	0.901649	0.322289	0.660894
gene-Tsubulata_014126	AEL1	JAKUCV010000050.1	-	83436	85652	28.264074	10.102834	20.717115
gene-Tsubulata_014130	VPS39	JAKUCV010000050.1	+	92275	100186	32.508862	11.620109	23.828476
gene-Tsubulata_014131	-	JAKUCV010000050.1	-	99133	100005	0.681944	0.243757	0.499854
gene-Tsubulata_014132	-	JAKUCV010000050.1	+	101252	102654	37.336346	13.345665	27.366943
gene-Tsubulata_014133	-	JAKUCV010000050.1	-	103048	109316	20.303137	7.257241	14.881874
gene-Tsubulata_014134	-	JAKUCV010000050.1	+	114468	117711	37.676102	13.467109	27.615980
gene-Tsubulata_014135	-	JAKUCV010000050.1	-	117684	119389	4.874455	1.742346	3.572898
gene-Tsubulata_014136	-	JAKUCV010000050.1	-	123022	125792	10.153493	3.629308	7.442348
gene-Tsubulata_014137	-	JAKUCV010000050.1	-	127338	127909	2.480392	0.886602	1.818088
gene-Tsubulata_014138	-	JAKUCV010000050.1	+	133284	138654	6.284649	2.246412	4.606547
gene-Tsubulata_014140	ARL2_1	JAKUCV010000050.1	-	140340	142724	66.547554	23.787045	48.778294
gene-Tsubulata_014143	-	JAKUCV010000050.1	+	164212	166111	2.889964	1.033001	2.118297
gene-Tsubulata_014141	-	JAKUCV010000050.1	-	143369	151169	16.118719	5.761545	11.814763
gene-Tsubulata_014144	-	JAKUCV010000050.1	-	169761	179054	51.238659	18.314968	37.557117
gene-Tsubulata_014145	-	JAKUCV010000050.1	+	169988	173257	0.217160	0.077623	0.159175
gene-Tsubulata_914145	-	JAKUCV010000050.1	+	179470	180369	50.518890	18.057690	37.029541
gene-Tsubulata_031890	-	JAKUCV010000051.1	-	4129	12012	43.734554	15.632668	32.056732
gene-Tsubulata_031891	-	JAKUCV010000051.1	+	4258	6716	14.862557	5.312537	10.894017
gene-Tsubulata_031892	-	JAKUCV010000051.1	-	14818	15179	41.604610	14.871333	30.495516
gene-Tsubulata_031893	-	JAKUCV010000051.1	+	15581	24436	184.336288	65.889961	135.115555
gene-Tsubulata_031894	-	JAKUCV010000051.1	-	24872	34026	21.731010	7.767627	15.928483
gene-Tsubulata_031895	-	JAKUCV010000051.1	+	28007	28078	0.000000	0.000000	0.000000
gene-Tsubulata_031898	-	JAKUCV010000051.1	+	74966	77321	449.108459	160.531265	329.189331
gene-Tsubulata_035806	-	JAKUCV010000052.1	+	12129	13466	136.970108	48.959190	100.396904
gene-Tsubulata_035807	-	JAKUCV010000052.1	-	29014	32726	252.209488	90.150856	184.865524
gene-Tsubulata_035808	B3GALT7	JAKUCV010000052.1	+	54142	58667	62.409500	22.307922	45.745167
gene-Tsubulata_035809	VPS9A	JAKUCV010000052.1	+	60197	67917	15.616607	5.582067	11.446723
gene-Tsubulata_041712	-	JAKUCV010000053.1	+	14332	22040	6.024101	2.153281	4.415570
gene-Tsubulata_041711	-	JAKUCV010000053.1	+	4979	13545	83.184830	29.733946	60.973152
gene-Tsubulata_013963	-	JAKUCV010000055.1	+	21087	23537	54.697559	19.551332	40.092438
gene-Tsubulata_013964	-	JAKUCV010000055.1	-	23460	25107	0.314738	0.112501	0.230698
gene-Tsubulata_013971	-	JAKUCV010000055.1	+	185407	188648	35.223824	12.590555	25.818501
gene-Tsubulata_043959	-	JAKUCV010000056.1	+	6461	8645	16.953087	6.059785	12.426341
gene-Tsubulata_043962	-	JAKUCV010000056.1	-	21684	23199	0.000000	0.000000	0.000000
gene-Tsubulata_043963	-	JAKUCV010000056.1	-	24562	25397	0.874582	0.312614	0.641055
gene-Tsubulata_043964	-	JAKUCV010000056.1	+	24588	24814	0.000000	0.000000	0.000000
gene-Tsubulata_029274	-	JAKUCV010000057.1	-	27702	32949	0.560818	0.200461	0.411071
gene-Tsubulata_043961	-	JAKUCV010000056.1	+	10223	18314	41.596371	14.868387	30.489475
gene-Tsubulata_029275	-	JAKUCV010000057.1	+	34118	34645	18.849440	6.737626	13.816339
gene-Tsubulata_029276	-	JAKUCV010000057.1	+	34689	35033	0.179710	0.064236	0.131725
gene-Tsubulata_029281	-	JAKUCV010000057.1	+	88836	89723	2.449321	0.875496	1.795313
gene-Tsubulata_030608	-	JAKUCV010000058.1	+	6844	9637	15.774914	5.638653	11.562760
gene-Tsubulata_030612	-	JAKUCV010000058.1	+	43900	47556	0.000000	0.000000	0.000000
gene-Tsubulata_030613	-	JAKUCV010000058.1	-	48508	48944	0.000000	0.000000	0.000000
gene-Tsubulata_030614	-	JAKUCV010000058.1	-	61464	66031	22.940956	8.200115	16.815353
gene-Tsubulata_030615	-	JAKUCV010000058.1	+	67584	71207	5.233713	1.870761	3.836228
gene-Tsubulata_030619	-	JAKUCV010000058.1	-	85629	86339	2.803094	1.001950	2.054623
gene-Tsubulata_030616	DMI1	JAKUCV010000058.1	+	74275	79855	37.372650	13.358642	27.393557
gene-Tsubulata_030620	-	JAKUCV010000058.1	-	87148	88259	56.851635	20.321295	41.671341
gene-Tsubulata_014726	-	JAKUCV010000059.1	-	2284	3511	1.290888	0.461421	0.946200
gene-Tsubulata_014729	LSH10_2	JAKUCV010000059.1	+	47216	47782	10.504409	3.754741	7.699564
gene-Tsubulata_014730	-	JAKUCV010000059.1	-	60184	60753	20.403509	7.293118	14.955447
gene-Tsubulata_014728	-	JAKUCV010000059.1	-	8675	16022	40.509251	14.479802	29.692635
gene-Tsubulata_014733	PYL12	JAKUCV010000059.1	+	69696	70211	1.131783	0.404549	0.829579
gene-Tsubulata_014737	-	JAKUCV010000059.1	+	90317	93423	0.719029	0.257013	0.527037
gene-Tsubulata_014732	PEX7	JAKUCV010000059.1	+	63608	67974	63.667664	22.757645	46.667381
gene-Tsubulata_014739	-	JAKUCV010000059.1	-	101840	104864	0.452336	0.161685	0.331555
gene-Tsubulata_014738	-	JAKUCV010000059.1	+	97849	100595	18.230892	6.516529	13.362952
gene-Tsubulata_014743	-	JAKUCV010000059.1	+	150177	155339	0.000000	0.000000	0.000000
gene-Tsubulata_014740	-	JAKUCV010000059.1	-	121853	127976	11.233529	4.015361	8.233997
gene-Tsubulata_014750	CIPK12	JAKUCV010000059.1	-	178578	180239	12.416366	4.438159	9.100998
gene-Tsubulata_044054	-	JAKUCV010000063.1	-	9571	11125	3.334868	1.192030	2.444405
gene-Tsubulata_006669	-	JAKUCV010000064.1	+	992	27447	7.049652	2.519858	5.167282
gene-Tsubulata_006670	-	JAKUCV010000064.1	+	27941	29868	0.000000	0.000000	0.000000
gene-Tsubulata_006676	-	JAKUCV010000064.1	+	67645	93907	15.322780	5.477041	11.231353
gene-Tsubulata_006677	HIPL1	JAKUCV010000064.1	+	94320	99733	19.334476	6.910999	14.171862
gene-Tsubulata_006678	DDR4	JAKUCV010000064.1	+	101650	109275	44.219727	15.806091	32.412354
gene-Tsubulata_006679	-	JAKUCV010000064.1	-	109472	111064	41.625862	14.878928	30.511093
gene-Tsubulata_006680	TFIIB2_1	JAKUCV010000064.1	-	112608	116168	13.686723	4.892241	10.032149
gene-Tsubulata_006681	GALT6_1	JAKUCV010000064.1	-	117189	121730	40.226585	14.378765	29.485443
gene-Tsubulata_006682	-	JAKUCV010000064.1	+	132795	138475	15.705179	5.613727	11.511645
gene-Tsubulata_006685	-	JAKUCV010000064.1	+	148433	150755	25.563166	9.137408	18.737392
gene-Tsubulata_006687	-	JAKUCV010000064.1	+	158611	161617	196.319656	70.173347	143.899170
gene-Tsubulata_006688	-	JAKUCV010000064.1	+	164429	171102	56.740368	20.281523	41.589783
gene-Tsubulata_006689	-	JAKUCV010000064.1	-	167464	168126	0.000000	0.000000	0.000000
gene-Tsubulata_006690	-	JAKUCV010000064.1	-	170160	170828	0.000000	0.000000	0.000000
gene-Tsubulata_006691	5FCL	JAKUCV010000064.1	-	171619	174807	61.494354	21.980808	45.074379
gene-Tsubulata_006695	-	JAKUCV010000064.1	-	185855	189533	13.028487	4.656959	9.549673
gene-Tsubulata_006694	PP2A_1	JAKUCV010000064.1	+	182495	185320	263.424469	94.159584	193.085922
gene-Tsubulata_006696	-	JAKUCV010000064.1	-	190039	193622	39.958763	14.283032	29.289135
gene-Tsubulata_006697	MOS14	JAKUCV010000064.1	+	195015	206021	46.796265	16.727058	34.300915
gene-Tsubulata_006699	-	JAKUCV010000064.1	+	210428	210862	1.733333	0.619570	1.270505
gene-Tsubulata_006698	-	JAKUCV010000064.1	+	206821	209481	23.370245	8.353561	17.130016
gene-Tsubulata_006700	-	JAKUCV010000064.1	-	214224	216416	29.491817	10.541683	21.617031
gene-Tsubulata_006701	PTAC2	JAKUCV010000064.1	-	222141	226652	10.987823	3.927535	8.053899
gene-Tsubulata_006703	-	JAKUCV010000064.1	+	229225	233761	11.581926	4.139894	8.489367
gene-Tsubulata_006704	-	JAKUCV010000064.1	+	234308	234694	145.725693	52.088821	106.814606
gene-Tsubulata_006705	-	JAKUCV010000064.1	-	237137	241343	93.471100	33.410713	68.512817
gene-Tsubulata_006706	-	JAKUCV010000064.1	+	258201	261168	24.306129	8.688088	17.816006
gene-Tsubulata_006707	-	JAKUCV010000064.1	-	261775	264602	4.243289	1.516740	3.110263
gene-Tsubulata_006708	-	JAKUCV010000064.1	-	264680	267144	1.040067	0.371766	0.762352
gene-Tsubulata_006709	ARR5	JAKUCV010000064.1	-	269094	271580	66.589485	23.802034	48.809029
gene-Tsubulata_006710	-	JAKUCV010000064.1	+	273893	277727	9.999077	3.574113	7.329164
gene-Tsubulata_050968	GSTF9_5	JAKUCV010000068.1	+	5703	8553	35.545258	12.705450	26.054104
gene-Tsubulata_044515	-	JAKUCV010000071.1	+	1153	14668	11.834744	4.230262	8.674678
gene-Tsubulata_033299	-	JAKUCV010000072.1	+	44342	48010	13.478398	4.817777	9.879451
gene-Tsubulata_033300	-	JAKUCV010000072.1	-	58085	60924	58.552536	20.929272	42.918072
gene-Tsubulata_040623	YCHF1	JAKUCV010000073.1	+	5737	13597	383.219818	136.979752	280.893982
gene-Tsubulata_040624	GHR1	JAKUCV010000073.1	+	15976	21853	34.799034	12.438718	25.507137
gene-Tsubulata_048597	-	JAKUCV010000075.1	+	13848	14812	0.000000	0.000000	0.000000
gene-Tsubulata_024777	-	JAKUCV010000074.1	+	16839	21317	109.541252	39.154900	80.291992
gene-Tsubulata_048220	-	JAKUCV010000076.1	-	4968	8553	157.934311	56.452721	115.763321
gene-Tsubulata_005695	-	JAKUCV010000077.1	+	86598	93728	0.648246	0.231712	0.475154
gene-Tsubulata_005694	-	JAKUCV010000077.1	+	82382	85774	0.265039	0.094737	0.194269
gene-Tsubulata_048221	-	JAKUCV010000076.1	+	18587	19075	23.253578	8.311859	17.044500
gene-Tsubulata_005696	-	JAKUCV010000077.1	+	94289	103781	119.368729	42.667675	87.495369
gene-Tsubulata_005697	-	JAKUCV010000077.1	+	104952	110820	48.882957	17.472937	35.830425
gene-Tsubulata_005698	-	JAKUCV010000077.1	-	110837	113936	7.449055	2.662622	5.460038
gene-Tsubulata_005700	-	JAKUCV010000077.1	+	116374	120250	11.501943	4.111304	8.430740
gene-Tsubulata_005701	-	JAKUCV010000077.1	+	120942	124032	44.023792	15.736054	32.268738
gene-Tsubulata_005702	-	JAKUCV010000077.1	+	126876	128980	14.158506	5.060878	10.377958
gene-Tsubulata_005703	-	JAKUCV010000077.1	-	131369	134578	45.152046	16.139343	33.095730
gene-Tsubulata_905703	-	JAKUCV010000077.1	-	142754	146860	24.323860	8.694426	17.829000
gene-Tsubulata_005705	PSB28	JAKUCV010000077.1	+	149606	154001	14.233912	5.087831	10.433230
gene-Tsubulata_005706	-	JAKUCV010000077.1	-	151467	153794	0.000000	0.000000	0.000000
gene-Tsubulata_005707	MUR3	JAKUCV010000077.1	-	159025	160881	237.385574	84.852127	173.999832
gene-Tsubulata_005711	-	JAKUCV010000077.1	-	203928	209221	243.344177	86.981995	178.367386
gene-Tsubulata_005713	ABCC5	JAKUCV010000077.1	-	209638	218885	54.694683	19.550304	40.090328
gene-Tsubulata_005716	ELI5	JAKUCV010000077.1	-	258208	263642	22.675520	8.105236	16.620794
gene-Tsubulata_005717	-	JAKUCV010000077.1	+	275453	279236	64.505974	23.057295	47.281845
gene-Tsubulata_047785	OPR2_5	JAKUCV010000080.1	-	4519	7109	0.000000	0.000000	0.000000
